rxnID	rxnName	rxnEqn	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
r_0233	C-22 sterol desaturase (NADP)	ergosta-5,7,24(28)-trien-3beta-ol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,22,24(28)-tetraen-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]	-0.000569	-0.003391	-0.004453	-0.003783	-0.001864	-0.011566	-0.009487	-0.011685	-0.000066	-0.000479	-0.003049	-0.004141
r_0234	C-3 sterol dehydrogenase	NADP(+)[c] + zymosterol intermediate 1c[c] => carbon dioxide[c] + H+[c] + NADPH[c] + zymosterol intermediate 2[c]	0.000573	0.003444	0.004499	0.003811	0.001894	0.011652	0.009606	0.011901	0.000067	0.000486	0.003114	0.004241
r_0236	C-3 sterol keto reductase (4-methylzymosterol)	3-dehydro-4-methylzymosterol[c] + H+[c] + NADPH[c] => 4alpha-methylzymosterol[c] + NADP(+)[c]	-0.000573	-0.003444	-0.004499	-0.003811	-0.001894	-0.011652	-0.009606	-0.011901	-0.000067	-0.000486	-0.003114	-0.004241
r_0237	C-3 sterol keto reductase (zymosterol)	H+[c] + NADPH[c] + zymosterol intermediate 2[c] => NADP(+)[c] + zymosterol[c]	-0.000573	-0.003444	-0.004499	-0.003811	-0.001894	-0.011652	-0.009606	-0.011901	-0.000067	-0.000486	-0.003114	-0.004241
r_0238	C-4 methyl sterol oxidase	4alpha-methylzymosterol[c] + H+[c] + NADPH[c] + oxygen[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1a[c]	-0.000573	-0.003444	-0.004499	-0.003811	-0.001894	-0.011652	-0.009606	-0.011901	-0.000067	-0.000486	-0.003114	-0.004241
r_0239	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1a[c] => 2 H2O[c] + NADP(+)[c] + zymosterol intermediate 1b[c]	-0.000573	-0.003444	-0.004499	-0.003811	-0.001894	-0.011652	-0.009606	-0.011901	-0.000067	-0.000486	-0.003114	-0.004241
r_0240	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1b[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1c[c]	-0.000573	-0.003444	-0.004499	-0.003811	-0.001894	-0.011652	-0.009606	-0.011901	-0.000067	-0.000486	-0.003114	-0.004241
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	14-demethyllanosterol[c] + 3 H+[c] + 3 NADPH[c] + 3 oxygen[c] => 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4 H2O[c] + 3 NADP(+)[c]	-0.001718	-0.010332	-0.013497	-0.011434	-0.005681	-0.034956	-0.028819	-0.035704	-0.000200	-0.001459	-0.009343	-0.012724
r_0242	C-5 sterol desaturase	episterol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,24(28)-trien-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]	-0.000569	-0.003391	-0.004453	-0.003783	-0.001864	-0.011566	-0.009487	-0.011685	-0.000066	-0.000479	-0.003049	-0.004141
r_0244	C-s24 sterol reductase	ergosta-5,7,22,24(28)-tetraen-3beta-ol[er] + H+[er] + NADPH[er] => ergosterol[er] + NADP(+)[er]	-0.000569	-0.003380	-0.004439	-0.003778	-0.001860	-0.011555	-0.009469	-0.011644	-0.000066	-0.000479	-0.003038	-0.004122
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	2 H+[c] + lanosterol[c] + 3 NADPH[c] + 3 oxygen[c] => 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + formate[c] + 4 H2O[c] + 3 NADP(+)[c]	-0.001722	-0.010362	-0.013547	-0.011466	-0.005704	-0.035104	-0.028965	-0.035967	-0.000200	-0.001461	-0.009405	-0.012822
r_0344	dihydrofolate reductase	dihydrofolic acid[c] + H+[c] + NADPH[c] => NADP(+)[c] + THF[c]	-0.000026	-0.000188	-0.000264	-0.000343	-0.000098	-0.000949	-0.000630	-0.001804	-0.000002	-0.000022	-0.000184	-0.000386
r_0466	glucose 6-phosphate dehydrogenase	D-glucose 6-phosphate[c] + NADP(+)[c] => 6-O-phosphono-D-glucono-1,5-lactone[c] + H+[c] + NADPH[c]	0.094200	0.274658	0.170202	0.375993	0.012906	0.019210	0.015452	0.054300	0.021926	0.193772	2.137340	2.807764
r_0471	glutamate dehydrogenase (NADP)	2-oxoglutarate[c] + ammonium[c] + H+[c] + NADPH[c] => H2O[c] + L-glutamate[c] + NADP(+)[c]	-0.025058	-0.205502	-0.329930	-0.371257	-0.130630	-0.872267	-1.066971	-5.848285	-0.002089	-0.035243	-0.249925	-0.387568
r_0473	glutamate-5-semialdehyde dehydrogenase	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]	-0.000034	-0.000404	-0.000891	-0.000751	-0.000271	-0.023505	-0.001948	-0.075640	-0.000012	-0.000278	-0.000874	-0.001413
r_0481	glutathione oxidoreductase	glutathione disulfide[c] + H+[c] + NADPH[c] => 2 glutathione[c] + NADP(+)[c]	-0.000007	-0.000094	-0.000135	-0.000039	-0.000061	-0.000103	-0.000499	-0.000968	-0.000003	-0.000030	-0.000496	-0.000307
r_0487	glycerol dehydrogenase (NADP-dependent)	glycerol[c] + NADP(+)[c] => glycerone[c] + H+[c] + NADPH[c]	0.003751	0.022045	0.027355	0.025272	1.031718	5.238793	6.476117	13.473316	0.000333	0.002846	0.031621	0.037943
r_0547	homoserine dehydrogenase (NADP)	H+[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] => L-homoserine[c] + NADP(+)[c]	-0.000055	-0.000555	-0.000845	-0.000640	-0.006599	-0.005017	-0.056490	-0.112215	-0.000011	-0.000179	-0.004215	-0.003561
r_0558	hydroxymethylglutaryl CoA reductase	3-hydroxy-3-methylglutaryl-CoA[c] + 2 H+[c] + 2 NADPH[c] => (R)-mevalonate[c] + coenzyme A[c] + 2 NADP(+)[c]	-0.006990	-0.044566	-0.055332	-0.046973	-0.023457	-0.146334	-0.119963	-0.155022	-0.000821	-0.006022	-0.039642	-0.054476
r_0659	isocitrate dehydrogenase (NADP)	isocitrate[c] + NADP(+)[c] => 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c]	0.040609	0.900574	1.652025	1.033939	0.000893	0.026022	0.002852	0.002884	0.000257	0.002586	0.017538	0.020939
r_0669	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)	(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m] => (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]	-0.000671	-0.005809	-0.008554	-0.010024	-0.002824	-0.021125	-0.022214	-0.046807	-0.000048	-0.000870	-0.007041	-0.010625
r_0678	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]	-0.000772	-0.006228	-0.010115	-0.011749	-0.003103	-0.022115	-0.024999	-0.049954	-0.000049	-0.000984	-0.007254	-0.011585
r_0719	malic enzyme (NADP)	(S)-malate[m] + NADP(+)[m] => carbon dioxide[m] + NADPH[m] + pyruvate[m]	0.000481	0.032151	0.043944	0.078548	0.000159	0.058828	0.001561	0.075165	0.000042	0.000815	0.001567	0.003086
r_0732	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] <=> 5,10-methenyl-THF[c] + NADPH[c]	0.001131	0.007360	0.011896	0.023035	-0.166555	0.000181	-0.032018	-2.443648	0.000049	0.001026	0.009030	0.014499
r_0733	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[m] + NADP(+)[m] <=> 5,10-methenyl-THF[m] + NADPH[m]	0.005376	0.016443	0.016323	0.008449	0.023982	0.024169	0.190825	0.148029	0.000342	0.006359	0.055087	0.085712
r_0759	N-acetyl-g-glutamyl-phosphate reductase	H+[m] + N-acetyl-L-gamma-glutamyl phosphate[m] + NADPH[m] => 2-acetamido-5-oxopentanoate[m] + NADP(+)[m] + phosphate[m]	-0.002454	-0.019658	-0.031569	-0.037022	-0.009733	-0.048373	-0.078353	-0.088549	-0.000146	-0.002886	-0.022482	-0.035964
r_0771	NADH kinase	ATP[c] + NADH[c] => ADP[c] + H+[c] + NADPH[c]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0889	phosphogluconate dehydrogenase	6-phospho-D-gluconate[c] + NADP(+)[c] => carbon dioxide[c] + D-ribulose 5-phosphate[c] + NADPH[c]	0.094200	0.274658	0.170202	0.375993	0.012906	0.019210	0.015452	0.054300	0.021926	0.193772	2.137340	2.807764
r_0939	prephenate dehydrogenase (NADP)	NADP(+)[c] + prephenate[c] => 3-(4-hydroxyphenyl)pyruvate[c] + carbon dioxide[c] + NADPH[c]	0.000397	0.003216	0.005211	0.006054	0.001597	0.012286	0.012945	0.026444	0.000025	0.000511	0.003760	0.005971
r_0957	pyrroline-5-carboxylate reductase	1-pyrroline-5-carboxylate[c] + 2 H+[c] + NADPH[c] => L-proline[c] + NADP(+)[c]	-0.001285	-0.010346	-0.016678	-0.019431	-0.005165	-0.037475	-0.041262	-0.081912	-0.000081	-0.001629	-0.012050	-0.019340
r_0989	saccharopine dehydrogenase (NADP, L-glutamate forming)	H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c]	-0.000772	-0.006228	-0.010115	-0.011749	-0.003103	-0.022115	-0.024999	-0.049954	-0.000049	-0.000984	-0.007254	-0.011585
r_0996	shikimate dehydrogenase	3-dehydroshikimate[c] + H+[c] + NADPH[c] => NADP(+)[c] + shikimate[c]	-0.001234	-0.009970	-0.016232	-0.018901	-0.004991	-0.036706	-0.040304	-0.080496	-0.000079	-0.001575	-0.011612	-0.018690
r_1011	squalene epoxidase (NADP)	H+[er] + NADPH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NADP(+)[er]	-0.000580	-0.003537	-0.004570	-0.003873	-0.001934	-0.012007	-0.009881	-0.012399	-0.000068	-0.000497	-0.003235	-0.004415
r_1012	squalene synthase	2 farnesyl diphosphate[c] + H+[c] + NADPH[c] => 2 diphosphate[c] + NADP(+)[c] + squalene[c]	-0.000580	-0.003537	-0.004570	-0.003873	-0.001934	-0.012007	-0.009881	-0.012399	-0.000068	-0.000497	-0.003235	-0.004415
r_1023	succinate-semialdehyde dehydrogenase (NADP)	H2O[c] + NADP(+)[c] + succinic semialdehyde[c] => 2 H+[c] + NADPH[c] + succinate[c]	0.001396	0.016237	0.009908	0.009568	0.001190	0.000595	0.001914	0.001391	0.000074	0.000617	0.004344	0.005306
r_1027	sulfite reductase (NADPH2)	5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c]	-0.001416	-0.011442	-0.018607	-0.021534	-0.005695	-0.041860	-0.045659	-0.093696	-0.000090	-0.001805	-0.013417	-0.021461
r_1038	thioredoxin reductase (NADPH)	H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c]	-0.000711	-0.006201	-0.009470	-0.010142	-0.003314	-0.020581	-0.022402	-0.043962	-0.000066	-0.001053	-0.007804	-0.012187
r_1093	xylose reductase	D-xylose[c] + H+[c] + NADPH[c] => NADP(+)[c] + xylitol[c]	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.017671	-0.168421	-2.658616	-3.539316
r_2131	isocitrate dehydrogenase	isocitrate[m] + NADP(+)[m] => 2-oxoglutarate[m] + carbon dioxide[m] + NADPH[m]	0.000108	0.001520	0.016869	0.002651	0.000225	0.073208	0.002387	0.110751	0.000029	0.000454	0.000874	0.001835
r_2140	fatty-acyl-CoA synthase (n-C16:0CoA)	acetyl-CoA[c] + 21 H+[c] + 7 malonyl-CoA[c] + 14 NADPH[c] => 7 carbon dioxide[c] + 7 coenzyme A[c] + 7 H2O[c] + 14 NADP(+)[c] + palmitoyl-CoA[c]	-0.122542	-0.732765	-0.950621	-0.822805	-0.410937	-2.305359	-1.966468	-2.421415	-0.014002	-0.107463	-0.687233	-0.886226
r_2141	fatty-acyl-CoA synthase (n-C18:0CoA)	acetyl-CoA[c] + 24 H+[c] + 8 malonyl-CoA[c] + 16 NADPH[c] => 8 carbon dioxide[c] + 8 coenzyme A[c] + 8 H2O[c] + 16 NADP(+)[c] + stearoyl-CoA[c]	-0.051042	-0.314154	-0.420954	-0.336043	-0.167519	-1.226336	-0.979465	-1.204450	-0.006007	-0.039176	-0.290592	-0.424091
r_2163	B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA)	H+[erm] + 3-oxooctadecanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxyoctadecanoyl-CoA[erm]	-0.006576	-0.039843	-0.051040	-0.044818	-0.021997	-0.122506	-0.103794	-0.131724	-0.000760	-0.005877	-0.036913	-0.047521
r_2164	B-ketoacyl-CoA reductase (3-hydroxyicosanoyl-CoA)	H+[erm] + 3-oxoicosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxyicosanoyl-CoA[erm]	-0.000055	-0.000572	-0.000740	-0.000444	-0.000412	-0.000575	-0.001765	-0.002120	-0.000007	-0.000078	-0.001451	-0.001472
r_2165	B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA)	H+[erm] + 3-oxodocosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxydocosanoyl-CoA[erm]	-0.000037	-0.000407	-0.000558	-0.000372	-0.000283	-0.000403	-0.001378	-0.001409	-0.000005	-0.000056	-0.001098	-0.001050
r_2166	B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA)	H+[erm] + 3-oxotetracosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxytetracosanoyl-CoA[erm]	-0.000025	-0.000246	-0.000389	-0.000223	-0.000170	-0.000265	-0.000918	-0.000908	-0.000003	-0.000033	-0.000752	-0.000700
r_2167	B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA)	H+[erm] + 3-oxohexacosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + (S)-3-hydroxyhexacosanoyl-CoA[erm]	-0.000012	-0.000113	-0.000186	-0.000101	-0.000091	-0.000123	-0.000528	-0.000540	-0.000002	-0.000020	-0.000409	-0.000492
r_2177	trans-2-enoyl-CoA reductase (n-C18:0CoA)	H+[erm] + NADPH[erm] + trans-octadec-2-enoyl-CoA[erm] => stearoyl-CoA[erm] + NADP(+)[erm]	-0.006576	-0.039843	-0.051040	-0.044818	-0.021997	-0.122506	-0.103794	-0.131724	-0.000760	-0.005877	-0.036913	-0.047521
r_2178	trans-2-enoyl-CoA reductase (n-C20:0CoA)	H+[erm] + NADPH[erm] + trans-icos-2-enoyl-CoA[erm] => icosanoyl-CoA[erm] + NADP(+)[erm]	-0.000055	-0.000572	-0.000740	-0.000444	-0.000412	-0.000575	-0.001765	-0.002120	-0.000007	-0.000078	-0.001451	-0.001472
r_2179	trans-2-enoyl-CoA reductase (n-C22:0CoA)	H+[erm] + NADPH[erm] + trans-docos-2-enoyl-CoA[erm] => docosanoyl-CoA[erm] + NADP(+)[erm]	-0.000037	-0.000407	-0.000558	-0.000372	-0.000283	-0.000403	-0.001378	-0.001409	-0.000005	-0.000056	-0.001098	-0.001050
r_2180	trans-2-enoyl-CoA reductase (n-C24:0CoA)	H+[erm] + NADPH[erm] + trans-tetracos-2-enoyl-CoA[erm] => tetracosanoyl-CoA[erm] + NADP(+)[erm]	-0.000025	-0.000246	-0.000389	-0.000223	-0.000170	-0.000265	-0.000918	-0.000908	-0.000003	-0.000033	-0.000752	-0.000700
r_2181	trans-2-enoyl-CoA reductase (n-C26:0CoA)	H+[erm] + NADPH[erm] + trans-hexacos-2-enoyl-CoA[erm] => NADP(+)[erm] + hexacosanoyl-CoA[erm]	-0.000012	-0.000113	-0.000186	-0.000101	-0.000091	-0.000123	-0.000528	-0.000540	-0.000002	-0.000020	-0.000409	-0.000492
r_2328	acyl dhap reductase (16:0), lipid particle	H+[lp] + acylglycerone phosphate (16:0)[lp] + NADPH[lp] => 1-acyl-sn-glycerol 3-phosphate (16:0)[lp] + NADP(+)[lp]	-0.000041	-0.000327	-0.000755	-0.000219	-0.000524	-0.000981	-0.001918	-0.002479	-0.000008	-0.000084	-0.001014	-0.001161
r_2330	acyl dhap reductase (18:0), lipid particle	H+[lp] + acylglycerone phosphate (18:0)[lp] + NADPH[lp] => 1-acyl-sn-glycerol 3-phosphate (18:0)[lp] + NADP(+)[lp]	-0.000011	-0.000087	-0.000130	-0.000151	-0.000064	-0.000367	-0.000634	-0.001515	-0.000002	-0.000014	-0.000156	-0.000347
r_4292	4-Aminobutyraldehyde:NAD+ oxidoreductase	4-aminobutanal[c] + H2O[c] + NADP(+)[c] <=> gamma-aminobutyrate[c] + 2 H+[c] + NADPH[c]	-0.000383	-0.003013	-0.006557	-0.008383	-0.031376	-0.007088	-1.571884	-0.207114	-0.000742	-0.006896	-0.182497	-0.082288
r_4330	Pyridoxine:NADP+ 4-oxidoreductase	NADP(+)[c] + pyridoxine[c] <=> H+[c] + NADPH[c] + pyridoxal[c]	-0.000054	-0.000479	-0.000907	-0.000557	-0.000623	-0.000794	-0.002000	-0.003140	-0.000007	-0.000124	-0.001803	-0.002178
t_0027	malic enzyme (NADP) cytoplasmic	(S)-malate[c] + NADP(+)[c] => carbon dioxide[c] + NADPH[c] + pyruvate[c]	0.003071	0.020589	0.022935	0.031379	0.000669	0.000999	0.001852	0.004178	0.000012	0.000322	0.005306	0.008036
t_0095	acyl dhap reductase (16:0), endoplasmic reticulum membrane	H+[erm] + NADPH[erm] + acylglycerone phosphate (16:0)[erm] => NADP(+)[erm] + 1-acyl-sn-glycerol 3-phosphate (16:0)[erm]	-0.000171	-0.001532	-0.002313	-0.001136	-0.004870	-0.007023	-0.036961	-0.048512	-0.000044	-0.000295	-0.004272	-0.004598
t_0096	acyl dhap reductase (18:0), endoplasmic reticulum membrane	H+[erm] + NADPH[erm] + acylglycerone phosphate (18:0)[erm] => NADP(+)[erm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[erm]	-0.000037	-0.000405	-0.000288	-0.000314	-0.001165	-0.002183	-0.010590	-0.014603	-0.000009	-0.000068	-0.000416	-0.000764
t_0882	L-xylulose reductase	L-xylulose[c] + H+[c] + NADPH[c] <=> NADP(+)[c] + xylitol[c]	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000023	0.000161	0.000579	0.000616
