rxnID	reactionName	mean_A120	mean_A100	mean_A80	mean_A60	mean_G120	mean_G100	mean_G80	mean_G60	mean_X120	mean_X100	mean_X80	mean_X60	std_A120	std_A100	std_A80	std_A60	std_G120	std_G100	std_G80	std_G60	std_X120	std_X100	std_X80	std_X60
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0023	2-isopropylmalate hydratase	-1.661972e-03	-1.378843e-02	-2.186283e-02	-2.542064e-02	-6.718726e-03	-4.869071e-02	-5.442746e-02	-1.089518e-01	-1.230610e-04	-2.246258e-03	-1.604822e-02	-2.534909e-02	3.489659e-04	6.015513e-03	4.643748e-03	4.732988e-03	1.991103e-03	2.261178e-02	1.569996e-02	5.557641e-02	8.177418e-05	7.428594e-04	7.545684e-03	9.814546e-03
r_0024	2-isopropylmalate synthase	1.584723e-03	1.392330e-02	2.078336e-02	2.452679e-02	8.896297e-05	4.433604e-04	6.709569e-04	2.172212e-03	3.538153e-06	6.953654e-05	1.927833e-03	2.885109e-03	5.691079e-04	9.784067e-03	6.720006e-03	6.712253e-03	1.119443e-03	7.810944e-03	6.966875e-03	2.387872e-02	3.037244e-05	4.704065e-04	8.491954e-03	9.046318e-03
r_0025	2-isopropylmalate synthase	1.012346e-04	8.374594e-04	1.167491e-03	9.805336e-04	6.726769e-03	4.865861e-02	5.446750e-02	1.077312e-01	1.210297e-04	2.182972e-03	1.468646e-02	2.309923e-02	4.848662e-04	4.358360e-03	5.238155e-03	5.261938e-03	2.513773e-03	2.476560e-02	1.988621e-02	5.790282e-02	8.469288e-05	8.125869e-04	9.557667e-03	1.349916e-02
r_0026	2-keto-4-methylthiobutyrate transamination	1.074529e-05	9.690971e-05	1.911643e-04	1.324528e-04	5.651102e-05	7.143098e-04	3.904586e-04	1.331997e-03	1.055884e-06	1.504909e-05	8.138195e-05	3.400119e-04	1.239644e-04	1.059698e-03	1.812839e-03	1.587025e-03	5.647201e-04	7.037464e-03	4.123021e-03	1.447775e-02	1.017439e-05	1.568201e-04	1.005884e-03	3.442528e-03
r_0027	2-methylcitrate dehydratase	9.139110e-04	7.805317e-03	1.158003e-02	1.373865e-02	3.690408e-03	2.263143e-02	2.668408e-02	5.198574e-02	7.112109e-05	1.159711e-03	8.819993e-03	1.419104e-02	1.692059e-03	1.826077e-02	2.136318e-02	2.127953e-02	7.758612e-03	1.282802e-02	2.222693e-02	4.222950e-02	2.513854e-04	2.146410e-03	2.202789e-02	3.159050e-02
r_0028	2-methylcitrate synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	1.661972e-03	1.378843e-02	2.186283e-02	2.542064e-02	6.718726e-03	4.869071e-02	5.442746e-02	1.089518e-01	1.230610e-04	2.246258e-03	1.604822e-02	2.534909e-02	3.489659e-04	6.015513e-03	4.643748e-03	4.732988e-03	1.991103e-03	2.261178e-02	1.569996e-02	5.557641e-02	8.177418e-05	7.428594e-04	7.545684e-03	9.814546e-03
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0032	3',5'-bisphosphate nucleotidase	5.422867e-04	5.057493e-03	7.812425e-03	8.811731e-03	2.734735e-03	1.811118e-02	1.896879e-02	3.797236e-02	5.870803e-05	8.571507e-04	6.914759e-03	9.947205e-03	1.014923e-03	1.515139e-02	1.866059e-02	1.659667e-02	9.018555e-03	4.457735e-02	4.163854e-02	9.095630e-02	2.950149e-04	2.811665e-03	2.754499e-02	3.266984e-02
r_0033	3',5'-cyclic-nucleotide phosphodiesterase	6.142947e-05	1.070112e-03	7.886664e-04	8.196151e-04	6.856072e-04	1.005081e-03	2.000215e-03	4.073484e-03	8.547512e-06	1.129569e-04	8.038048e-04	1.630789e-03	1.534929e-03	1.952491e-02	1.970285e-02	1.745677e-02	1.296996e-02	2.510942e-02	4.710779e-02	7.979165e-02	2.135381e-04	2.523827e-03	2.540837e-02	4.021688e-02
r_0034	3',5'-cyclic-nucleotide phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0035	3',5'-cyclic-nucleotide phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0036	3',5'-cyclic-nucleotide phosphodiesterase	7.680284e-05	7.698948e-04	6.803785e-04	9.682690e-04	3.614908e-04	3.926097e-04	1.383845e-03	2.545943e-03	7.908125e-06	3.444619e-05	5.023780e-04	7.543505e-04	1.669457e-03	1.646454e-02	1.817766e-02	1.896653e-02	7.415077e-03	1.241044e-02	3.091773e-02	4.987008e-02	1.863104e-04	1.150465e-03	1.588023e-02	2.176533e-02
r_0037	3',5'-cyclic-nucleotide phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0038	3,4-dihydroxy-2-butanone-4-phosphate synthase	1.513904e-05	1.200906e-04	1.665492e-04	1.970868e-04	6.002090e-05	3.138513e-04	3.446958e-04	4.512968e-04	1.549006e-06	1.355143e-05	1.043973e-04	1.743037e-04	1.809787e-07	1.513458e-06	2.045047e-06	2.427069e-06	7.111652e-07	4.066519e-06	4.199204e-06	5.670254e-06	1.853265e-08	1.573255e-07	1.308246e-06	2.158916e-06
r_0039	3-dehydroquinate dehydratase	1.238634e-03	1.000258e-02	1.621169e-02	1.888417e-02	4.972113e-03	3.610848e-02	4.021603e-02	8.127106e-02	7.958985e-05	1.583227e-03	1.162784e-02	1.883524e-02	2.089958e-04	1.693937e-03	2.592103e-03	3.114939e-03	7.934259e-04	1.701002e-02	6.716879e-03	4.204150e-02	1.694377e-05	2.701584e-04	1.863117e-03	5.096895e-03
r_0040	3-dehydroquinate synthase	1.238634e-03	1.000258e-02	1.621169e-02	1.888417e-02	4.972113e-03	3.610848e-02	4.021603e-02	8.127106e-02	7.958985e-05	1.583227e-03	1.162784e-02	1.883524e-02	2.089958e-04	1.693937e-03	2.592103e-03	3.114939e-03	7.934259e-04	1.701002e-02	6.716879e-03	4.204150e-02	1.694377e-05	2.701584e-04	1.863117e-03	5.096895e-03
r_0041	3-dehydrosphinganine reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0042	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	1.238634e-03	1.000258e-02	1.621169e-02	1.888417e-02	4.972113e-03	3.610848e-02	4.021603e-02	8.127106e-02	7.958985e-05	1.583227e-03	1.162784e-02	1.883524e-02	2.089958e-04	1.693937e-03	2.592103e-03	3.114939e-03	7.934259e-04	1.701002e-02	6.716879e-03	4.204150e-02	1.694377e-05	2.701584e-04	1.863117e-03	5.096895e-03
r_0043	3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0045	3-hydroxy-L-kynurenine hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	7.242213e-05	8.686222e-04	1.153360e-03	8.141777e-04	6.420076e-04	1.125449e-03	2.557394e-03	3.468887e-03	1.347974e-05	1.307821e-04	1.901695e-03	2.190351e-03	3.518406e-04	3.820743e-03	5.032988e-03	3.568372e-03	2.727178e-03	5.569088e-03	1.111410e-02	1.642185e-02	5.385227e-05	5.428132e-04	8.233382e-03	9.727530e-03
r_0058	3-hydroxyanthranilate 3,4-dioxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0059	3-isopropylmalate 3-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0060	3-isopropylmalate dehydratase	-1.661972e-03	-1.378843e-02	-2.186283e-02	-2.542064e-02	-6.718726e-03	-4.869071e-02	-5.442746e-02	-1.089518e-01	-1.230610e-04	-2.246258e-03	-1.604822e-02	-2.534909e-02	3.489659e-04	6.015513e-03	4.643748e-03	4.732988e-03	1.991103e-03	2.261178e-02	1.569996e-02	5.557641e-02	8.177418e-05	7.428594e-04	7.545684e-03	9.814546e-03
r_0061	3-isopropylmalate dehydrogenase	1.661972e-03	1.378843e-02	2.186283e-02	2.542064e-02	6.718726e-03	4.869071e-02	5.442746e-02	1.089518e-01	1.230610e-04	2.246258e-03	1.604822e-02	2.534909e-02	3.489659e-04	6.015513e-03	4.643748e-03	4.732988e-03	1.991103e-03	2.261178e-02	1.569996e-02	5.557641e-02	8.177418e-05	7.428594e-04	7.545684e-03	9.814546e-03
r_0062	3-methyl-2-oxobutanoate decarboxylase	8.544739e-05	6.129659e-04	9.010143e-04	7.580871e-04	3.707959e-04	3.158674e-03	3.743446e-03	3.446159e-03	2.120319e-05	2.046926e-04	1.860672e-03	1.856991e-03	6.062530e-04	6.519557e-03	6.976816e-03	6.118547e-03	3.300881e-03	2.335422e-02	2.704632e-02	4.244299e-02	1.080994e-04	1.002752e-03	1.347070e-02	1.503622e-02
r_0063	3-methyl-2-oxobutanoate hydroxymethyltransferase	1.556815e-05	1.341642e-04	2.477601e-04	1.918583e-04	8.071054e-05	1.226290e-03	5.145580e-04	2.215514e-03	1.464377e-06	2.118405e-05	1.387856e-04	5.269961e-04	1.549169e-04	1.284134e-03	2.184123e-03	2.051770e-03	7.033333e-04	1.411775e-02	4.881903e-03	2.887664e-02	1.276101e-05	1.972928e-04	1.369432e-03	4.376547e-03
r_0064	3-methyl-2-oxopentanoate decarboxylase	1.860102e-05	4.200897e-04	3.034311e-04	2.142350e-04	1.371606e-04	1.189468e-03	6.594615e-04	2.030794e-03	1.019797e-05	8.860371e-05	3.212254e-04	6.608009e-04	2.504545e-04	4.534037e-03	3.563085e-03	2.762277e-03	1.779570e-03	1.442922e-02	9.429356e-03	2.759544e-02	7.138190e-05	6.460375e-04	4.899528e-03	8.007419e-03
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	1.238634e-03	1.000258e-02	1.621169e-02	1.888417e-02	4.972113e-03	3.610848e-02	4.021603e-02	8.127106e-02	7.958985e-05	1.583227e-03	1.162784e-02	1.883524e-02	2.089958e-04	1.693937e-03	2.592103e-03	3.114939e-03	7.934259e-04	1.701002e-02	6.716879e-03	4.204150e-02	1.694377e-05	2.701584e-04	1.863117e-03	5.096895e-03
r_0066	4-amino-4-deoxychorismate synthase	8.773926e-06	7.206258e-05	1.213559e-04	1.454254e-04	3.478644e-05	2.761517e-04	2.657598e-04	9.641428e-04	6.307741e-07	6.322566e-06	8.184678e-05	2.467243e-04	1.162777e-04	9.435747e-04	1.536590e-03	1.812173e-03	4.635964e-04	5.881704e-03	3.508320e-03	1.701821e-02	8.406295e-06	1.082575e-04	1.054019e-03	3.027230e-03
r_0067	4-aminobenzoate synthase	8.773926e-06	7.206258e-05	1.213559e-04	1.454254e-04	3.478644e-05	2.761517e-04	2.657598e-04	9.641428e-04	6.307741e-07	6.322566e-06	8.184678e-05	2.467243e-04	1.162777e-04	9.435747e-04	1.536590e-03	1.812173e-03	4.635964e-04	5.881704e-03	3.508320e-03	1.701821e-02	8.406295e-06	1.082575e-04	1.054019e-03	3.027230e-03
r_0068	4-aminobutyrate transaminase	1.120739e-03	1.395662e-02	8.141958e-03	8.458180e-03	8.357110e-04	6.389931e-04	1.340933e-03	2.011396e-03	7.539991e-05	7.877202e-04	3.324360e-03	4.742526e-03	1.011497e-02	9.557337e-02	8.701050e-02	7.919360e-02	1.304766e-02	1.406476e-02	2.732812e-02	3.940058e-02	6.645054e-04	7.350279e-03	4.976179e-02	6.023286e-02
r_0069	4-hydroxy-L-threonine synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0072	4-methyl-2-oxopentanoate decarboxylase	2.847427e-05	5.859174e-04	4.680082e-04	5.261616e-04	1.563607e-04	1.567876e-03	1.357936e-03	2.556538e-03	1.852115e-05	1.507076e-04	6.846711e-04	8.544369e-04	3.223239e-04	5.667131e-03	4.580722e-03	4.617818e-03	1.985353e-03	1.632191e-02	1.414242e-02	3.098208e-02	7.978403e-05	7.044021e-04	7.243410e-03	9.098211e-03
r_0073	4PP-IP5 depyrophosphorylation to IP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0075	5'-methylthioadenosine phosphorylase	1.074529e-05	9.690971e-05	1.911643e-04	1.324528e-04	5.651102e-05	7.143098e-04	3.904586e-04	1.331997e-03	1.055884e-06	1.504909e-05	8.138195e-05	3.400119e-04	1.239644e-04	1.059698e-03	1.812839e-03	1.587025e-03	5.647201e-04	7.037464e-03	4.123021e-03	1.447775e-02	1.017439e-05	1.568201e-04	1.005884e-03	3.442528e-03
r_0076	5'-nucleotidase (CMP)	6.467502e-05	3.604269e-04	4.929165e-04	3.715996e-04	1.671365e-04	1.046952e-03	1.993698e-03	1.044489e-03	1.068439e-05	7.569716e-05	1.506655e-03	2.559119e-03	2.044385e-03	1.471142e-02	2.011921e-02	1.516756e-02	8.355990e-03	3.309428e-02	5.938944e-02	5.221925e-02	3.082775e-04	2.675496e-03	4.378755e-02	6.444894e-02
r_0078	5'-nucleotidase (UMP)	7.761258e-05	9.225749e-04	4.929165e-04	2.483827e-04	3.342730e-04	6.163805e-04	2.592874e-03	2.088979e-03	1.239533e-05	7.569715e-05	1.475902e-03	1.005801e-03	2.239362e-03	2.316724e-02	2.011921e-02	1.241789e-02	1.181479e-02	2.516091e-02	6.925589e-02	7.383439e-02	3.311044e-04	2.675495e-03	4.293540e-02	4.105342e-02
r_0079	5'-phosphoribosylformyl glycinamidine synthetase	7.184290e-04	5.698055e-03	7.914001e-03	9.370148e-03	2.849515e-03	1.530255e-02	1.640502e-02	2.285437e-02	7.341418e-05	6.442351e-04	4.971787e-03	8.339718e-03	3.750973e-05	2.951217e-04	4.947624e-04	5.963893e-04	1.532947e-04	5.023263e-03	1.214819e-03	1.612617e-02	2.852061e-06	4.486829e-05	3.755643e-04	9.242118e-04
r_0080	5,10-methylenetetrahydrofolate reductase (NADPH)	1.503710e-03	1.003244e-02	1.454861e-02	1.415426e-02	5.369358e-03	3.866643e-02	3.275480e-02	6.682644e-02	1.534445e-04	1.488554e-03	9.947219e-03	1.712527e-02	9.001954e-04	7.384721e-03	1.217110e-02	1.334933e-02	3.836331e-03	4.480120e-02	2.843158e-02	1.213284e-01	7.226526e-05	1.142197e-03	8.105628e-03	2.350449e-02
r_0081	5-aminolevulinate synthase	6.116783e-08	4.852144e-07	6.729262e-07	7.963103e-07	2.425087e-07	1.268086e-06	1.392710e-06	1.823421e-06	6.258612e-09	5.475324e-08	4.218072e-07	7.042573e-07	7.312269e-10	6.114981e-09	8.262817e-09	9.806340e-09	2.873395e-09	1.643038e-08	1.696648e-08	2.291012e-08	7.487941e-11	6.356587e-10	5.285841e-09	8.722891e-09
r_0084	5-formethyltetrahydrofolate cyclo-ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0085	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0086	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	1.074529e-05	9.690971e-05	1.911643e-04	1.324528e-04	5.651102e-05	7.143098e-04	3.904586e-04	1.331997e-03	1.055884e-06	1.504909e-05	8.138195e-05	3.400119e-04	1.239644e-04	1.059698e-03	1.812839e-03	1.587025e-03	5.647201e-04	7.037464e-03	4.123021e-03	1.447775e-02	1.017439e-05	1.568201e-04	1.005884e-03	3.442528e-03
r_0087	5-methylthioribose-1-phosphate isomerase	1.074529e-05	9.690971e-05	1.911643e-04	1.324528e-04	5.651102e-05	7.143098e-04	3.904586e-04	1.331997e-03	1.055884e-06	1.504909e-05	8.138195e-05	3.400119e-04	1.239644e-04	1.059698e-03	1.812839e-03	1.587025e-03	5.647201e-04	7.037464e-03	4.123021e-03	1.447775e-02	1.017439e-05	1.568201e-04	1.005884e-03	3.442528e-03
r_0088	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0089	5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0090	6-phosphofructo-2-kinase	1.034834e-04	1.441708e-03	2.135963e-03	1.614469e-03	1.145007e-03	1.672248e-03	6.296948e-03	6.266719e-03	1.574517e-05	1.703159e-04	1.586365e-03	4.358355e-03	2.585274e-03	2.939634e-02	4.183936e-02	3.162432e-02	2.167687e-02	4.177735e-02	1.078188e-01	1.277780e-01	3.711796e-04	4.011170e-03	4.579203e-02	8.537171e-02
r_0091	6-phosphogluconolactonase	9.469390e-02	2.743888e-01	1.549414e-01	3.762869e-01	1.287784e-02	1.856670e-02	2.029180e-02	5.677734e-02	2.190190e-02	1.937971e-01	2.137201e+00	2.812210e+00	1.913226e-02	2.048909e-01	3.133702e-01	1.909527e-01	7.689626e-02	7.361577e-02	1.551877e-01	2.716187e-01	2.321384e-03	2.671199e-02	3.367802e-01	3.093912e-01
r_0092	6PP-IP5 depyrophosphorylation to IP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0095	acetaldehyde condensation	6.876203e-06	1.049674e-04	8.101091e-05	7.458817e-05	3.988309e-05	7.057100e-04	3.755895e-04	1.752630e-03	1.417510e-06	1.388732e-05	1.952148e-04	7.249868e-05	1.882767e-04	2.988125e-03	2.182144e-03	2.005542e-03	1.153608e-03	1.338543e-02	9.383408e-03	2.383050e-02	3.048814e-05	2.857763e-04	4.598744e-03	3.062154e-03
r_0096	acetohydroxy acid isomeroreductase	2.879341e-03	2.431588e-02	3.736528e-02	4.304884e-02	1.164536e-02	8.807524e-02	9.515374e-02	1.979436e-01	2.168651e-04	3.868832e-03	2.888892e-02	4.480694e-02	8.169947e-04	1.230224e-02	8.831096e-03	8.172810e-03	4.212002e-03	5.097871e-02	3.578482e-02	1.289048e-01	1.369191e-04	1.252744e-03	1.728732e-02	2.094208e-02
r_0097	acetolactate synthase	2.879341e-03	2.431588e-02	3.736528e-02	4.304884e-02	1.164536e-02	8.807524e-02	9.515374e-02	1.979436e-01	2.168651e-04	3.868832e-03	2.888892e-02	4.480694e-02	8.169947e-04	1.230224e-02	8.831096e-03	8.172810e-03	4.212002e-03	5.097871e-02	3.578482e-02	1.289048e-01	1.369191e-04	1.252744e-03	1.728732e-02	2.094208e-02
r_0099	acetyl-CoA ACP transacylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0100	acetyl-CoA C-acyltransferase (palmitoyl-CoA)	1.859546e-05	2.627050e-04	3.700505e-04	2.351814e-04	2.264062e-04	2.618124e-04	7.110301e-04	1.055154e-03	3.552500e-06	4.150151e-05	5.866935e-04	6.669075e-04	1.622714e-04	1.915346e-03	2.625573e-03	1.764075e-03	1.494562e-03	2.455058e-03	5.321163e-03	8.189496e-03	2.533441e-05	2.746998e-04	4.161407e-03	4.919864e-03
r_0101	acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	3.783196e-06	5.998311e-05	5.311533e-05	5.119818e-05	4.937156e-05	5.705157e-05	1.358356e-04	2.461747e-04	6.565982e-07	7.097447e-06	1.615327e-04	1.553372e-04	6.236203e-05	8.008200e-04	8.160970e-04	6.907245e-04	6.094275e-04	1.007912e-03	1.966271e-03	3.382848e-03	9.451827e-06	9.370829e-05	1.918258e-03	2.018471e-03
r_0102	acetyl-CoA C-acyltransferase (myristoyl-CoA)	7.242213e-05	8.686222e-04	1.153360e-03	8.141777e-04	6.420076e-04	1.125449e-03	2.557394e-03	3.468887e-03	1.347974e-05	1.307821e-04	1.901695e-03	2.190351e-03	3.518406e-04	3.820743e-03	5.032988e-03	3.568372e-03	2.727178e-03	5.569088e-03	1.111410e-02	1.642185e-02	5.385227e-05	5.428132e-04	8.233382e-03	9.727530e-03
r_0103	acetyl-CoA C-acetyltransferase	3.445278e-03	2.216050e-02	2.747611e-02	2.325388e-02	2.752472e-04	6.854561e-04	1.149077e-03	2.127650e-03	9.163899e-06	7.476598e-05	2.786295e-03	3.355412e-03	6.547190e-04	1.047201e-02	7.649422e-03	6.571336e-03	2.301293e-03	1.005230e-02	1.000116e-02	2.037879e-02	6.674949e-05	5.031591e-04	8.265861e-03	1.024994e-02
r_0104	acetyl-CoA C-acetyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0105	acetyl-CoA C-acyltransferase (lauroyl-CoA)	7.242213e-05	8.686222e-04	1.153360e-03	8.141777e-04	6.420076e-04	1.125449e-03	2.557394e-03	3.468887e-03	1.347974e-05	1.307821e-04	1.901695e-03	2.190351e-03	3.518406e-04	3.820743e-03	5.032988e-03	3.568372e-03	2.727178e-03	5.569088e-03	1.111410e-02	1.642185e-02	5.385227e-05	5.428132e-04	8.233382e-03	9.727530e-03
