rxnID	rxnName	rxnEqn	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
r_0180	aldehyde dehydrogenase (isoamyl alcohol, NAD)	3-methylbutanal[m] + H+[m] + NADH[m] => isoamylol[m] + NAD[m]	-0.000009	-0.000064	-0.000098	-0.000102	-0.000023	-0.000360	-0.000183	-0.000917	-0.000001	-0.000017	-0.000148	-0.000244
r_0182	aldehyde dehydrogenase (isobutyl alcohol, NAD)	H+[c] + isobutyraldehyde[c] + NADH[c] => isobutanol[c] + NAD[c]	-0.000011	-0.000181	-0.000064	-0.000107	-0.000031	-0.000580	-0.000436	-0.000479	-0.000002	-0.000010	-0.000212	-0.000157
r_0183	aldehyde dehydrogenase (isobutyl alcohol, NAD)	H+[m] + isobutyraldehyde[m] + NADH[m] => isobutanol[m] + NAD[m]	-0.000009	-0.000171	-0.000147	-0.000052	-0.000032	-0.000660	-0.000329	-0.000885	-0.000002	-0.000012	-0.000293	-0.000269
r_0186	aldehyde dehydrogenase (tryptophol, NAD)	H+[c] + indol-3-ylacetaldehyde[c] + NADH[c] => NAD[c] + tryptophol[c]	-0.000003	-0.000020	-0.000016	-0.000036	-0.000005	-0.000145	-0.000028	-0.000178	-0.000000	-0.000007	-0.000014	-0.000045
r_0187	aldehyde dehydrogenase (tryptophol, NAD)	H+[m] + indol-3-ylacetaldehyde[m] + NADH[m] => NAD[m] + tryptophol[m]	-0.000002	-0.000020	-0.000051	-0.000044	-0.000009	-0.000213	-0.000047	-0.000368	-0.000000	-0.000001	-0.000019	-0.000052
r_0201	Aminobutyraldehyde dehydrogenase	4-aminobutanal[m] + H2O[m] + NAD[m] => gamma-aminobutyrate[m] + 2 H+[m] + NADH[m]	0.000175	0.000737	0.002121	0.001522	0.019596	0.002979	0.146606	0.097872	0.000381	0.002478	0.123593	0.052433
r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)	4beta-methylzymosterol-4alpha-carboxylic acid[c] + NAD[c] => 3-dehydro-4-methylzymosterol[c] + carbon dioxide[c] + H+[c] + NADH[c]	0.000573	0.003441	0.004509	0.003835	0.001890	0.011612	0.009615	0.011921	0.000066	0.000487	0.003157	0.004277
r_0445	formate dehydrogenase	formate[c] + NAD[c] => carbon dioxide[c] + NADH[c]	0.000017	0.001132	0.017670	0.006600	0.000811	0.009760	0.003683	0.075718	0.000367	0.006410	0.000522	0.001214
r_0470	glutamate dehydrogenase (NAD)	H2O[c] + L-glutamate[c] + NAD[c] => 2-oxoglutarate[c] + ammonium[c] + H+[c] + NADH[c]	0.000293	0.003313	0.004585	0.003060	0.026355	0.006393	0.265057	0.373478	0.000107	0.001451	0.017833	0.010411
r_0472	glutamate synthase (NADH2)	2-oxoglutarate[c] + H+[c] + L-glutamine[c] + NADH[c] => 2 L-glutamate[c] + NAD[c]	-0.001000	-0.008797	-0.008701	-0.009612	-0.000720	-0.001897	-0.001593	-0.004858	-0.000085	-0.001519	-0.013984	-0.022387
r_0486	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde 3-phosphate[c] + NAD[c] + phosphate[c] <=> 1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c]	-0.055385	-0.372174	-0.424918	-0.689883	0.873875	4.436757	5.674810	12.684997	0.013979	0.139575	2.267025	2.538927
r_0491	glycerol-3-phosphate dehydrogenase (NAD)	dihydroxyacetone phosphate[c] + H+[c] + NADH[c] => glycerol 3-phosphate[c] + NAD[c]	-0.003414	-0.020147	-0.027328	-0.023979	-0.003477	-0.059585	-0.018734	-0.022415	-0.000416	-0.003315	-0.028488	-0.041424
r_0492	glycerol-3-phosphate dehydrogenase (NAD)	dihydroxyacetone phosphate[m] + H+[m] + NADH[m] => glycerol 3-phosphate[m] + NAD[m]	-0.002708	-0.017504	-0.021727	-0.016547	-0.003125	-0.028627	-0.013342	-0.016094	-0.000179	-0.001806	-0.012183	-0.012770
r_0501	glycine cleavage system	L-glycine[m] + NAD[m] + THF[m] => 5,10-methylenetetrahydrofolate[m] + ammonium[m] + carbon dioxide[m] + NADH[m]	0.000016	0.000170	0.000582	0.000266	0.000874	0.014249	0.000379	0.038985	0.000005	0.000047	0.000868	0.000278
r_0505	glycine-cleavage complex (lipoamide)	dihydrolipoamide[m] + NAD[m] => H+[m] + lipoamide[m] + NADH[m]	0.036332	0.924864	1.839612	1.003945	0.107060	0.009210	0.025567	0.018064	0.002441	0.042327	0.118547	0.137646
r_0508	glycine-cleavage complex (lipoylprotein)	dihydrolipoylprotein[m] + NAD[m] => H+[m] + lipoylprotein[m] + NADH[m]	0.000096	0.000516	0.001101	0.001104	0.000402	0.002073	0.003541	0.004510	0.000246	0.003493	0.002725	0.002910
r_0530	heme O monooxygenase	heme o[m] + NADH[m] + oxygen[m] => H2O[m] + heme a[m] + NAD[m]	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
r_0536	histidinol dehydrogenase	H2O[c] + L-histidinol[c] + 2 NAD[c] => 3 H+[c] + L-histidine[c] + 2 NADH[c]	0.000781	0.006293	0.010225	0.011877	0.003141	0.022778	0.025396	0.051846	0.000050	0.000997	0.007341	0.011746
r_0545	homoisocitrate dehydrogenase	homoisocitrate[m] + NAD[m] => 2-oxoadipic acid[m] + carbon dioxide[m] + H+[m] + NADH[m]	0.000914	0.007805	0.011580	0.013739	0.003690	0.022631	0.026684	0.051986	0.000071	0.001160	0.008820	0.014191
r_0546	homoserine dehydrogenase (NADH)	H+[c] + L-aspartate 4-semialdehyde[c] + NADH[c] => L-homoserine[c] + NAD[c]	-0.002074	-0.017051	-0.026789	-0.030150	-0.003896	-0.057327	-0.021210	-0.034025	-0.000140	-0.002541	-0.022690	-0.037163
r_0565	IMP dehydrogenase	H2O[c] + IMP[c] + NAD[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c]	0.000438	0.003462	0.004813	0.005690	0.001733	0.009208	0.009948	0.013295	0.000045	0.000391	0.003031	0.005079
r_0658	isocitrate dehydrogenase (NAD+)	isocitrate[m] + NAD[m] => 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m]	0.002020	0.080517	0.220259	0.047242	0.127132	0.055639	0.184963	0.233428	0.002549	0.046315	0.153805	0.200947
r_0713	malate dehydrogenase	(S)-malate[m] + NAD[m] <=> H+[m] + NADH[m] + oxaloacetate[m]	0.332937	1.820610	2.885051	2.392048	1.664046	5.817901	9.199168	17.810782	0.033221	0.351683	5.197209	5.842585
r_0714	malate dehydrogenase, cytoplasmic	(S)-malate[c] + NAD[c] <=> H+[c] + NADH[c] + oxaloacetate[c]	0.057916	0.384873	0.420499	0.679249	-1.405066	-5.843506	-9.215935	-17.831245	-0.031299	-0.316799	-4.714593	-5.562966
r_0715	malate dehydrogenase, peroxisomal	(S)-malate[p] + NAD[p] <=> H+[p] + NADH[p] + oxaloacetate[p]	-0.000795	-0.006579	-0.011994	-0.008689	-0.007150	-0.008557	-0.027192	-0.028967	-0.000102	-0.001115	-0.021543	-0.023824
r_0718	malic enzyme (NAD)	(S)-malate[m] + NAD[m] => carbon dioxide[m] + NADH[m] + pyruvate[m]	0.006987	0.038207	0.068907	0.032389	0.037967	0.052609	0.178872	0.140758	0.001010	0.013212	0.142471	0.166986
r_0731	methylenetetrahydrofolate dehydrogenase (NAD)	5,10-methylenetetrahydrofolate[c] + NAD[c] => 5,10-methenyl-THF[c] + NADH[c]	0.000578	0.006378	0.007028	0.001448	0.174657	0.020111	0.070769	2.455158	0.000077	0.000840	0.009898	0.006648
r_0770	NADH dehydrogenase, cytosolic/mitochondrial	H+[c] + NADH[c] + ubiquinone-6[m] => NAD[c] + ubiquinol-6[m]	-0.000068	-0.000282	-0.000845	-0.000425	-0.000371	-0.000808	-0.001636	-0.001274	-0.000022	-0.000138	-0.002741	-0.003868
r_0773	NADH:ubiquinone oxidoreductase	H+[m] + NADH[m] + ubiquinone-6[m] => NAD[m] + ubiquinol-6[m]	-0.000029	-0.000674	-0.000739	-0.000416	-0.000564	-0.000453	-0.001389	-0.000392	-0.000003	-0.000057	-0.001640	-0.001235
r_0891	phosphoglycerate dehydrogenase	3-phosphonato-D-glycerate(3-)[c] + NAD[c] => 3-phospho-hydroxypyruvate[c] + H+[c] + NADH[c]	0.011331	0.059785	0.081600	0.081048	0.049743	0.150882	0.355358	0.396488	0.000673	0.009952	0.108591	0.174042
r_0961	pyruvate dehydrogenase	coenzyme A[m] + NAD[m] + pyruvate[m] => acetyl-CoA[m] + carbon dioxide[m] + NADH[m]	0.000771	0.013718	0.019418	0.012298	0.349030	0.460131	0.524679	0.743787	0.009590	0.081334	0.642158	0.499137
r_0988	saccharopine dehydrogenase (NAD, L-lysine forming)	H2O[c] + L-saccharopine[c] + NAD[c] => 2-oxoglutarate[c] + H+[c] + L-lysine[c] + NADH[c]	0.000772	0.006233	0.010092	0.011752	0.003107	0.022061	0.024971	0.050237	0.000049	0.000983	0.007245	0.011584
r_1092	xylitol dehydrogenase (D-xyulose-forming)	NAD[c] + xylitol[c] => D-xylulose[c] + H+[c] + NADH[c]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016285	0.151984	1.987645	2.456912
r_2115	alcohol dehydrogenase, (acetaldehyde to ethanol)	acetaldehyde[c] + H+[c] + NADH[c] => ethanol[c] + NAD[c]	-0.000008	-0.000140	-0.000184	-0.000126	-0.000066	-0.081407	-0.000497	-0.007244	-0.000040	-0.000284	-0.000222	-0.000169
r_2116	acetaldehyde dehydrogenase	acetaldehyde[c] + H2O[c] + NAD[c] => acetate[c] + H+[c] + NADH[c]	0.000041	0.000289	0.000704	0.000394	0.310511	1.597891	1.559014	1.864663	0.001570	0.017123	0.390395	0.487246
r_2182	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane	H+[erm] + palmitoyl-CoA[erm] + oxygen[erm] + NADH[erm] => 2 H2O[erm] + palmitoleoyl-CoA(4-)[erm] + NAD[erm]	-0.000028	-0.000334	-0.000345	-0.000212	-0.000193	-0.000611	-0.000816	-0.001240	-0.000004	-0.000040	-0.000747	-0.000642
r_2183	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane	H+[erm] + stearoyl-CoA[erm] + oxygen[erm] + NADH[erm] => 2 H2O[erm] + NAD[erm] + oleoyl-CoA[erm]	-0.008655	-0.051538	-0.067503	-0.057500	-0.028299	-0.175775	-0.144231	-0.177259	-0.000996	-0.007268	-0.046308	-0.062716
r_2266	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	(R)-3-hydroxydecanoyl-CoA[p] + NAD[p] => 3-oxodecanoyl-CoA[p] + H+[p] + NADH[p]	0.000105	0.000655	0.001539	0.001120	0.000917	0.000850	0.003531	0.003395	0.000011	0.000128	0.002780	0.003100
r_2267	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	(R)-3-hydroxylauroyl-CoA[p] + NAD[p] => 3-oxolauroyl-CoA[p] + H+[p] + NADH[p]	0.000087	0.001050	0.001350	0.001017	0.000776	0.001414	0.003066	0.004089	0.000016	0.000156	0.002232	0.002649
r_2268	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	(S)-3-hydroxypalmitoyl-CoA[p] + NAD[p] => 3-oxopalmitoyl-CoA[p] + H+[p] + NADH[p]	0.000072	0.000869	0.001153	0.000814	0.000642	0.001125	0.002557	0.003469	0.000013	0.000131	0.001902	0.002190
r_2269	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	3-hydroxyoctadecanoyl-CoA[p] + NAD[p] => 3-oxooctadecanoyl-CoA[p] + H+[p] + NADH[p]	0.000019	0.000263	0.000370	0.000235	0.000226	0.000262	0.000711	0.001055	0.000004	0.000042	0.000587	0.000667
r_2270	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	(S)-3-hydroxyhexacosanoyl-CoA[p] + NAD[p] => 3-oxohexacosanoyl-CoA[p] + H+[p] + NADH[p]	0.000004	0.000060	0.000053	0.000051	0.000049	0.000057	0.000136	0.000246	0.000001	0.000007	0.000162	0.000155
r_2271	3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	NAD[p] + (R)-3-hydroxybutanoyl-CoA[p] => H+[p] + NADH[p] + acetoacetyl-CoA[p]	0.000097	0.000251	0.001464	0.001064	0.000877	0.000376	0.003254	0.001633	0.000006	0.000074	0.002691	0.002897
r_2272	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	NAD[p] + (R)-3-hydroxyhexanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxohexanoyl-CoA[p]	0.000102	0.000339	0.001490	0.001088	0.000896	0.000496	0.003409	0.002079	0.000007	0.000084	0.002740	0.003035
r_2273	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	NAD[p] + (R)-3-hydroxyoctanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxooctanoyl-CoA[p]	0.000105	0.000655	0.001539	0.001120	0.000917	0.000850	0.003531	0.003395	0.000011	0.000128	0.002780	0.003100
r_2274	3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	NAD[p] + (R)-3-hydroxyicosanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxoicosanoyl-CoA[p]	0.000013	0.000189	0.000266	0.000175	0.000164	0.000192	0.000519	0.000834	0.000003	0.000032	0.000444	0.000487
r_2275	3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	NAD[p] + (R)-3-hydroxydocosanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxodocosanoyl-CoA[p]	0.000009	0.000146	0.000171	0.000111	0.000119	0.000153	0.000358	0.000606	0.000002	0.000022	0.000338	0.000315
r_2276	3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	NAD[p] + (R)-3-hydroxytetracosanoyl-CoA[p] => H+[p] + NADH[p] + 3-oxotetracosanoyl-CoA[p]	0.000006	0.000106	0.000123	0.000080	0.000080	0.000119	0.000264	0.000429	0.000001	0.000016	0.000261	0.000212
r_2277	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-hexadec-9-enoyl-CoA[p] => H+[p] + NADH[p] + 3-oxo-cis-hexadec-9-enoyl-CoA[p]	0.000020	0.000195	0.000245	0.000130	0.000147	0.000224	0.000591	0.000802	0.000002	0.000029	0.000579	0.000483
r_2278	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-tetradec-7-enoyl-CoA[p] => H+[p] + NADH[p] + 3-oxo-cis-tetradec-7-enoyl-CoA[p]	0.000020	0.000195	0.000245	0.000130	0.000147	0.000224	0.000591	0.000802	0.000002	0.000029	0.000579	0.000483
r_2279	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-dodec-5-enoyl-CoA[p] => H+[p] + NADH[p] + 3-oxo-cis-dodec-5-enoyl-CoA[p]	0.000020	0.000195	0.000245	0.000130	0.000147	0.000224	0.000591	0.000802	0.000002	0.000029	0.000579	0.000483
r_2280	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-octadec-9-enoyl-CoA[p] => H+[p] + NADH[p] + 3-oxo-cis-octadec-9-enoyl-CoA[p]	0.000014	0.000182	0.000196	0.000203	0.000134	0.000289	0.000508	0.000620	0.000002	0.000025	0.000330	0.000459
r_2281	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-hexadec-7-enoyl-CoA[p] => H+[p] + NADH[p] + 3-oxo-cis-hexadec-7-enoyl-CoA[p]	0.000014	0.000182	0.000196	0.000203	0.000134	0.000289	0.000508	0.000620	0.000002	0.000025	0.000330	0.000459
r_2282	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-tetradec-5-enoyl-CoA[p] => H+[p] + NADH[p] + 3-oxo-cis-tetradec-5-enoyl-CoA[p]	0.000014	0.000182	0.000196	0.000203	0.000134	0.000289	0.000508	0.000620	0.000002	0.000025	0.000330	0.000459
r_4293	4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase	4-aminobutanal[c] + H2O[c] + NAD[c] => gamma-aminobutyrate[c] + 2 H+[c] + NADH[c]	0.000183	0.002628	0.002890	0.007441	0.008173	0.002945	1.446704	0.113267	0.000296	0.004435	0.042220	0.039711
t_0001	NADH dehydrogenase (complex I)	5 H+[m] + NADH[m] + ubiquinone-6[m] => 4 H+[c] + NAD[m] + ubiquinol-6[m]	-0.376866	-2.864919	-5.024229	-3.486201	-2.312193	-6.415059	-10.297423	-19.144092	-0.049460	-0.541475	-6.396608	-6.924509
t_0040	3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	(R)-3-hydroxybutanoyl-CoA[m] + NAD[m] <=> acetoacetyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0041	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	(R)-3-hydroxydecanoyl-CoA[m] + NAD[m] <=> 3-oxodecanoyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0042	3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	(R)-3-hydroxydocosanoyl-CoA[m] + NAD[m] <=> 3-oxodocosanoyl-CoA[m] + H+[m] + NADH[m]	0.000022	0.000201	0.000266	0.000235	0.000188	0.000264	0.000739	0.000848	0.000003	0.000035	0.000737	0.000732
t_0043	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	(R)-3-hydroxylauroyl-CoA[m] + NAD[m] <=> 3-oxolauroyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0044	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	(S)-3-hydroxyhexacosanoyl-CoA[m] + NAD[m] <=> 3-oxohexacosanoyl-CoA[m] + H+[m] + NADH[m]	0.000008	0.000047	0.000071	0.000078	0.000066	0.000085	0.000283	0.000253	0.000001	0.000009	0.000258	0.000311
t_0045	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	(S)-3-hydroxypalmitoyl-CoA[m] + NAD[m] <=> 3-oxopalmitoyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0046	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	(R)-3-hydroxyhexanoyl-CoA[m] + NAD[m] <=> 3-oxohexanoyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0047	3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	(R)-3-hydroxyicosanoyl-CoA[m] + NAD[m] <=> 3-oxoicosanoyl-CoA[m] + H+[m] + NADH[m]	0.000033	0.000294	0.000359	0.000285	0.000273	0.000400	0.001119	0.001129	0.000004	0.000047	0.000959	0.000999
t_0048	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	3-hydroxyoctadecanoyl-CoA[m] + NAD[m] <=> 3-oxooctadecanoyl-CoA[m] + H+[m] + NADH[m]	0.000043	0.000382	0.000529	0.000361	0.000343	0.000492	0.001261	0.001377	0.000005	0.000053	0.001180	0.001172
t_0049	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	(R)-3-hydroxyoctanoyl-CoA[m] + NAD[m] <=> 3-oxooctanoyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0050	3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	(R)-3-hydroxytetracosanoyl-CoA[m] + NAD[m] <=> 3-oxotetracosanoyl-CoA[m] + H+[m] + NADH[m]	0.000015	0.000114	0.000168	0.000160	0.000123	0.000160	0.000478	0.000471	0.000002	0.000021	0.000504	0.000500
t_0051	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	(S)-3-hydroxytetradecanoyl-CoA[m] + NAD[m] <=> 3-oxotetradecanoyl-CoA[m] + H+[m] + NADH[m]	0.000074	0.000637	0.000911	0.000660	0.000499	0.000784	0.002117	0.002137	0.000007	0.000089	0.001892	0.001763
t_0077	linoleoyl-CoA desaturase (n-C18:2CoA - n-C18:3CoA), ER membrane	linoleoyl-CoA[erm] + H+[erm] + oxygen[erm] + NADH[erm] => linolenoyl-CoA[erm] + 2 H2O[erm] + NAD[erm]	-0.001426	-0.008474	-0.011106	-0.009457	-0.004648	-0.028957	-0.023715	-0.029138	-0.000164	-0.001195	-0.007588	-0.010270
t_0881	arabinitol 4-dehydrogenase	L-arabinitol[c] + NAD[c] <=> L-xylulose[c] + H+[c] + NADH[c]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000026	-0.000162	-0.000384	-0.000548
y300009	oleoyl-CoA desaturase (n-C18:1CoA - n-C18:2CoA), ER membrane	H+[erm] + oxygen[erm] + NADH[erm] + oleoyl-CoA[erm] => linoleoyl-CoA[erm] + 2 H2O[erm] + NAD[erm]	-0.004236	-0.025171	-0.032989	-0.028091	-0.013807	-0.086013	-0.070443	-0.086553	-0.000487	-0.003551	-0.022538	-0.030506
y300051	2-oxoadipate dehydrogenase	2-oxoadipic acid[m] + coenzyme A[m] + NAD[m] => glutaryl-CoA[m] + carbon dioxide[m] + NADH[m]	0.000142	0.001572	0.001488	0.001987	0.000584	0.000570	0.001713	0.001749	0.000022	0.000177	0.001575	0.002607
y300055	(S)-3-Hydroxybutanoyl-CoA oxidoreductase	(S)-3-hydroxybutanoyl-CoA[m] + NAD[m] => acetoacetyl-CoA[m] + H+[m] + NADH[m]	0.000142	0.001572	0.001488	0.001987	0.000584	0.000570	0.001713	0.001749	0.000022	0.000177	0.001575	0.002607
