rxnID	rxnName	rxnEqn	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
r_0238	C-4 methyl sterol oxidase	4alpha-methylzymosterol[c] + H+[c] + NADPH[c] + oxygen[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1a[c]	-0.039929	-0.224313	-0.294031	-0.263464	-0.123092	-0.766336	-0.627895	-0.771329	-0.004342	-0.031657	-0.200858	-0.271889
r_0239	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1a[c] => 2 H2O[c] + NADP(+)[c] + zymosterol intermediate 1b[c]	-0.039929	-0.224313	-0.294031	-0.263464	-0.123092	-0.766336	-0.627895	-0.771329	-0.004342	-0.031657	-0.200858	-0.271889
r_0240	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1b[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1c[c]	-0.039929	-0.224313	-0.294031	-0.263464	-0.123092	-0.766336	-0.627895	-0.771329	-0.004342	-0.031657	-0.200858	-0.271889
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	14-demethyllanosterol[c] + 3 H+[c] + 3 NADPH[c] + 3 oxygen[c] => 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4 H2O[c] + 3 NADP(+)[c]	-0.119787	-0.672939	-0.882093	-0.790391	-0.369275	-2.299009	-1.883686	-2.313988	-0.013025	-0.094971	-0.602573	-0.815667
r_0242	C-5 sterol desaturase	episterol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,24(28)-trien-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]	-0.039929	-0.224313	-0.294031	-0.263464	-0.123092	-0.766336	-0.627895	-0.771329	-0.004342	-0.031657	-0.200858	-0.271889
r_0244	C-s24 sterol reductase	ergosta-5,7,22,24(28)-tetraen-3beta-ol[er] + H+[er] + NADPH[er] => ergosterol[er] + NADP(+)[er]	-0.007986	-0.044863	-0.058806	-0.052693	-0.024618	-0.153267	-0.125579	-0.154266	-0.000868	-0.006331	-0.040172	-0.054378
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	2 H+[c] + lanosterol[c] + 3 NADPH[c] + 3 oxygen[c] => 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + formate[c] + 4 H2O[c] + 3 NADP(+)[c]	-0.119787	-0.672939	-0.882093	-0.790391	-0.369275	-2.299009	-1.883686	-2.313988	-0.013025	-0.094971	-0.602573	-0.815667
r_0344	dihydrofolate reductase	dihydrofolic acid[c] + H+[c] + NADPH[c] => NADP(+)[c] + THF[c]	-0.001934	-0.014508	-0.020124	-0.025059	-0.007254	-0.037908	-0.041652	-0.054522	-0.000187	-0.001638	-0.012613	-0.021060
r_0466	glucose 6-phosphate dehydrogenase	D-glucose 6-phosphate[c] + NADP(+)[c] => 6-O-phosphono-D-glucono-1,5-lactone[c] + H+[c] + NADPH[c]	7.041098	11.950323	0.000000	34.333003	0.000000	0.000000	0.000000	0.000000	1.396243	12.286038	128.939607	175.449546
r_0471	glutamate dehydrogenase (NADP)	2-oxoglutarate[c] + ammonium[c] + H+[c] + NADPH[c] => H2O[c] + L-glutamate[c] + NADP(+)[c]	-1.743345	-13.227228	-21.085920	-25.671566	-6.612635	-94.991569	-51.290247	-365.047630	-0.129498	-2.259022	-14.931972	-24.903174
r_0473	glutamate-5-semialdehyde dehydrogenase	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]	0.000000	0.000000	0.000000	0.000000	0.000000	-1.458407	-0.002128	-3.237928	0.000000	0.000000	0.000000	0.000000
r_0487	glycerol dehydrogenase (NADP-dependent)	glycerol[c] + NADP(+)[c] => glycerone[c] + H+[c] + NADPH[c]	0.108830	0.608491	0.801754	0.718450	64.634976	341.804535	405.542077	859.175754	0.011838	0.086317	0.546810	0.740696
r_0547	homoserine dehydrogenase (NADP)	H+[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] => L-homoserine[c] + NADP(+)[c]	0.000000	0.000000	0.000000	0.000000	-0.554073	0.000000	-4.462571	-8.547629	0.000000	0.000000	0.000000	0.000000
r_0558	hydroxymethylglutaryl CoA reductase	3-hydroxy-3-methylglutaryl-CoA[c] + 2 H+[c] + 2 NADPH[c] => (R)-mevalonate[c] + coenzyme A[c] + 2 NADP(+)[c]	-0.479152	-2.691780	-3.528405	-3.161607	-1.477113	-9.196100	-7.534815	-9.256041	-0.052099	-0.379888	-2.410315	-3.262704
r_0659	isocitrate dehydrogenase (NADP)	isocitrate[c] + NADP(+)[c] => 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c]	1.922228	70.037946	127.722292	53.737085	0.000000	4.691208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0669	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)	(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m] => (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]	-0.014835	-0.113616	-0.184534	-0.225257	-0.056674	-0.393796	-0.456456	-0.874298	-0.000896	-0.017956	-0.132242	-0.210761
r_0678	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]	-0.095502	-0.731397	-1.187934	-1.450086	-0.364834	-2.535047	-2.938421	-5.628265	-0.005765	-0.115592	-0.851304	-1.356765
r_0719	malic enzyme (NADP)	(S)-malate[m] + NADP(+)[m] => carbon dioxide[m] + NADPH[m] + pyruvate[m]	0.000000	0.636285	1.033452	1.261514	0.000000	0.869222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_0732	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] <=> 5,10-methenyl-THF[c] + NADPH[c]	0.120269	0.905497	1.296184	1.607295	-11.952860	1.712909	-111.515726	-178.245279	0.010833	0.109881	0.837109	1.382782
r_0733	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[m] + NADP(+)[m] <=> 5,10-methenyl-THF[m] + NADPH[m]	0.083083	0.000000	0.000000	0.000000	0.317390	0.000000	2.555811	0.133884	0.005015	0.100560	0.740599	1.180329
r_0759	N-acetyl-g-glutamyl-phosphate reductase	H+[m] + N-acetyl-L-gamma-glutamyl phosphate[m] + NADPH[m] => 2-acetamido-5-oxopentanoate[m] + NADP(+)[m] + phosphate[m]	-0.025055	-0.191880	-0.311652	-0.380427	-0.095713	-0.328509	-0.770397	-0.729349	-0.001512	-0.030325	-0.223338	-0.355944
r_0889	phosphogluconate dehydrogenase	6-phospho-D-gluconate[c] + NADP(+)[c] => carbon dioxide[c] + D-ribulose 5-phosphate[c] + NADPH[c]	7.041098	11.950323	0.000000	34.333003	0.000000	0.000000	0.000000	0.000000	1.396243	12.286038	128.939607	175.449546
r_0939	prephenate dehydrogenase (NADP)	NADP(+)[c] + prephenate[c] => 3-(4-hydroxyphenyl)pyruvate[c] + carbon dioxide[c] + NADPH[c]	0.034026	0.260584	0.423239	0.516640	0.129984	0.903191	1.046906	2.005249	0.002054	0.041183	0.303304	0.483391
r_0957	pyrroline-5-carboxylate reductase	1-pyrroline-5-carboxylate[c] + 2 H+[c] + NADPH[c] => L-proline[c] + NADP(+)[c]	-0.054942	-0.420771	-0.683416	-0.834231	-0.209888	-1.458407	-1.690467	-3.237928	-0.003317	-0.066500	-0.489753	-0.780544
r_0989	saccharopine dehydrogenase (NADP, L-glutamate forming)	H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c]	-0.095502	-0.731397	-1.187934	-1.450086	-0.364834	-2.535047	-2.938421	-5.628265	-0.005765	-0.115592	-0.851304	-1.356765
r_0996	shikimate dehydrogenase	3-dehydroshikimate[c] + H+[c] + NADPH[c] => NADP(+)[c] + shikimate[c]	-0.088201	-0.675482	-1.097116	-1.339227	-0.336943	-2.341242	-2.713779	-5.197985	-0.005324	-0.106755	-0.786222	-1.253041
r_1011	squalene epoxidase (NADP)	H+[er] + NADPH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NADP(+)[er]	-0.007986	-0.044863	-0.058806	-0.052693	-0.024618	-0.153267	-0.125579	-0.154266	-0.000868	-0.006331	-0.040172	-0.054378
r_1012	squalene synthase	2 farnesyl diphosphate[c] + H+[c] + NADPH[c] => 2 diphosphate[c] + NADP(+)[c] + squalene[c]	-0.039929	-0.224313	-0.294031	-0.263464	-0.123092	-0.766336	-0.627895	-0.771329	-0.004342	-0.031657	-0.200858	-0.271889
r_1027	sulfite reductase (NADPH2)	5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c]	-0.057279	-0.438664	-0.712477	-0.869706	-0.218814	-1.520424	-1.762353	-3.375618	-0.003458	-0.069327	-0.510580	-0.813736
r_1038	thioredoxin reductase (NADPH)	H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c]	-0.025541	-0.194581	-0.304572	-0.373432	-0.097118	-0.633168	-0.726291	-1.306946	-0.001777	-0.028569	-0.212235	-0.341445
r_1093	xylose reductase	D-xylose[c] + H+[c] + NADPH[c] => NADP(+)[c] + xylitol[c]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.120658	-10.681827	-168.613586	-224.454287
r_1964	NADPH transport	NADPH[c] <=> NADPH[er]	-0.063886	-0.358901	-0.470450	-0.421542	-0.196947	-1.226138	-1.004633	-1.234127	-0.006946	-0.050651	-0.321373	-0.435023
r_1964	NADPH transport	NADPH[c] <=> NADPH[er]	-0.063886	-0.358901	-0.470450	-0.421542	-0.196947	-1.226138	-1.004633	-1.234127	-0.006946	-0.050651	-0.321373	-0.435023
r_2131	isocitrate dehydrogenase	isocitrate[m] + NADP(+)[m] => 2-oxoglutarate[m] + carbon dioxide[m] + NADPH[m]	0.000000	0.000000	0.000000	0.000000	0.000000	0.999606	0.000000	4.015255	0.000000	0.000000	0.000000	0.000000
r_2140	fatty-acyl-CoA synthase (n-C16:0CoA)	acetyl-CoA[c] + 21 H+[c] + 7 malonyl-CoA[c] + 14 NADPH[c] => 7 carbon dioxide[c] + 7 coenzyme A[c] + 7 H2O[c] + 14 NADP(+)[c] + palmitoyl-CoA[c]	-2.140962	-12.027478	-15.765695	-14.126710	-6.600079	-41.090324	-33.667238	-41.358033	-0.232790	-1.697426	-10.769830	-14.578467
r_2141	fatty-acyl-CoA synthase (n-C18:0CoA)	acetyl-CoA[c] + 24 H+[c] + 8 malonyl-CoA[c] + 16 NADPH[c] => 8 carbon dioxide[c] + 8 coenzyme A[c] + 8 H2O[c] + 16 NADP(+)[c] + stearoyl-CoA[c]	-10.755356	-60.421357	-79.200702	-70.967081	-33.156218	-206.421760	-169.131060	-207.766609	-1.169446	-8.527208	-54.103423	-73.236529
t_0027	malic enzyme (NADP) cytoplasmic	(S)-malate[c] + NADP(+)[c] => carbon dioxide[c] + NADPH[c] + pyruvate[c]	0.143580	1.099598	1.785965	2.180090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
