rxnID	reactionName	mean_A120	mean_A100	mean_A80	mean_A60	mean_G120	mean_G100	mean_G80	mean_G60	mean_X120	mean_X100	mean_X80	mean_X60	std_A120	std_A100	std_A80	std_A60	std_G120	std_G100	std_G80	std_G60	std_X120	std_X100	std_X80	std_X60
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0023	2-isopropylmalate hydratase	-1.664167e-03	-1.178368e-02	-1.899469e-02	-2.194566e-02	-5.876506e-03	-4.451358e-02	-5.064133e-02	-9.336195e-02	-1.019324e-04	-1.902900e-03	-1.510363e-02	-2.342211e-02	5.194567e-04	3.264925e-03	4.605415e-03	4.080576e-03	2.155773e-03	4.089250e-02	4.283613e-02	6.500125e-02	6.910101e-05	5.744652e-04	1.020799e-02	1.250310e-02
r_0024	2-isopropylmalate synthase	1.567080e-03	1.123988e-02	1.820441e-02	2.091111e-02	6.251412e-05	5.030324e-04	1.074040e-03	3.492441e-03	3.146558e-06	2.656016e-05	3.457888e-04	5.766433e-04	6.327837e-04	4.199528e-03	6.127952e-03	6.080965e-03	9.180009e-04	8.574092e-03	2.041009e-02	2.720693e-02	3.175518e-05	3.094531e-04	4.467726e-03	7.166692e-03
r_0025	2-isopropylmalate synthase	1.041313e-04	6.080971e-04	8.780698e-04	1.122837e-03	6.044138e-03	4.617501e-02	5.917779e-02	1.006278e-01	1.030646e-04	1.918553e-03	1.576779e-02	2.402141e-02	4.770599e-04	2.872738e-03	4.378963e-03	5.462656e-03	3.218924e-03	4.854983e-02	7.523806e-02	1.152609e-01	7.870281e-05	6.912917e-04	1.198225e-02	1.500212e-02
r_0026	2-keto-4-methylthiobutyrate transamination	1.397437e-05	6.397732e-05	1.746560e-04	2.107048e-04	3.716434e-05	4.007935e-04	4.115705e-04	2.886239e-03	1.093735e-06	1.628275e-05	9.530000e-05	5.065617e-04	1.476109e-04	8.326690e-04	1.717874e-03	2.039910e-03	4.500071e-04	3.843443e-03	4.129145e-03	2.991903e-02	1.017757e-05	1.597506e-04	1.024791e-03	4.853408e-03
r_0027	2-methylcitrate dehydratase	1.829969e-03	1.209659e-02	1.996871e-02	2.231732e-02	7.400134e-03	3.928421e-02	4.635944e-02	9.017185e-02	1.122589e-04	2.100104e-03	2.035211e-02	2.822613e-02	3.133471e-03	1.400708e-02	2.533382e-02	1.837893e-02	1.704817e-02	1.391899e-02	2.134891e-02	5.487984e-02	2.638122e-04	3.500412e-03	7.585549e-02	8.154363e-02
r_0028	2-methylcitrate synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	1.664167e-03	1.178368e-02	1.899469e-02	2.194566e-02	5.876506e-03	4.451358e-02	5.064133e-02	9.336195e-02	1.019324e-04	1.902900e-03	1.510363e-02	2.342211e-02	5.194567e-04	3.264925e-03	4.605415e-03	4.080576e-03	2.155773e-03	4.089250e-02	4.283613e-02	6.500125e-02	6.910101e-05	5.744652e-04	1.020799e-02	1.250310e-02
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0032	3',5'-bisphosphate nucleotidase	4.663817e-04	3.484639e-03	5.303494e-03	5.530398e-03	2.080611e-03	1.598052e-02	1.392278e-02	2.731191e-02	5.293439e-05	5.878483e-04	6.454492e-03	8.796670e-03	1.960016e-03	1.252454e-02	1.908060e-02	1.445117e-02	1.055040e-02	6.260376e-02	5.723169e-02	1.084727e-01	3.322653e-04	2.683651e-03	4.479112e-02	5.199680e-02
r_0033	3',5'-cyclic-nucleotide phosphodiesterase	1.293908e-04	2.970422e-04	1.178584e-03	3.709276e-04	5.019629e-04	8.560741e-04	2.893410e-03	3.473519e-03	8.199453e-06	9.202272e-05	2.531574e-03	2.408568e-03	2.760426e-03	9.389541e-03	2.403126e-02	1.172507e-02	1.254028e-02	2.470042e-02	5.461197e-02	8.180608e-02	2.048428e-04	2.206816e-03	5.162817e-02	5.285941e-02
r_0034	3',5'-cyclic-nucleotide phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0035	3',5'-cyclic-nucleotide phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0036	3',5'-cyclic-nucleotide phosphodiesterase	7.197860e-05	5.940754e-04	3.587796e-04	6.676634e-04	3.764723e-04	2.226259e-03	1.569044e-03	1.543789e-03	1.326641e-05	9.786775e-05	2.316911e-03	2.129376e-03	2.076804e-03	1.327197e-02	1.285218e-02	1.572438e-02	1.086238e-02	3.946805e-02	3.964395e-02	5.456479e-02	2.598905e-04	2.305076e-03	4.935720e-02	5.014971e-02
r_0037	3',5'-cyclic-nucleotide phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0038	3,4-dihydroxy-2-butanone-4-phosphate synthase	1.743149e-05	1.200841e-04	1.665198e-04	1.969454e-04	6.001675e-05	3.137711e-04	3.446362e-04	4.512366e-04	1.549042e-06	1.355439e-05	1.044076e-04	1.743081e-04	2.179765e-07	1.501522e-06	1.991313e-06	2.421403e-06	7.045134e-07	3.931478e-06	4.086568e-06	5.563291e-06	1.859219e-08	1.633040e-07	1.327055e-06	2.168219e-06
r_0039	3-dehydroquinate dehydratase	1.467041e-03	1.043098e-02	1.687896e-02	1.965609e-02	5.190686e-03	3.604220e-02	4.189338e-02	8.653485e-02	8.251831e-05	1.642899e-03	1.206279e-02	1.999204e-02	2.190837e-04	1.748040e-03	2.616769e-03	3.141288e-03	8.380897e-04	5.612523e-03	6.827390e-03	5.833390e-02	1.588508e-05	2.514591e-04	1.707556e-03	7.732871e-03
r_0040	3-dehydroquinate synthase	1.467041e-03	1.043098e-02	1.687896e-02	1.965609e-02	5.190686e-03	3.604220e-02	4.189338e-02	8.653485e-02	8.251831e-05	1.642899e-03	1.206279e-02	1.999204e-02	2.190837e-04	1.748040e-03	2.616769e-03	3.141288e-03	8.380897e-04	5.612523e-03	6.827390e-03	5.833390e-02	1.588508e-05	2.514591e-04	1.707556e-03	7.732871e-03
r_0041	3-dehydrosphinganine reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0042	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	1.467041e-03	1.043098e-02	1.687896e-02	1.965609e-02	5.190686e-03	3.604220e-02	4.189338e-02	8.653485e-02	8.251831e-05	1.642899e-03	1.206279e-02	1.999204e-02	2.190837e-04	1.748040e-03	2.616769e-03	3.141288e-03	8.380897e-04	5.612523e-03	6.827390e-03	5.833390e-02	1.588508e-05	2.514591e-04	1.707556e-03	7.732871e-03
r_0043	3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0045	3-hydroxy-L-kynurenine hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	1.527506e-04	6.454863e-04	1.273051e-03	8.551178e-04	6.900822e-04	1.728960e-03	2.665678e-03	3.912995e-03	1.166678e-05	1.323438e-04	2.599136e-03	2.698151e-03	6.299951e-04	2.864357e-03	5.264722e-03	3.683504e-03	2.926637e-03	7.526277e-03	1.132447e-02	1.882234e-02	5.089629e-05	5.537737e-04	1.057222e-02	1.137990e-02
r_0058	3-hydroxyanthranilate 3,4-dioxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0059	3-isopropylmalate 3-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0060	3-isopropylmalate dehydratase	-1.664167e-03	-1.178368e-02	-1.899469e-02	-2.194566e-02	-5.876506e-03	-4.451358e-02	-5.064133e-02	-9.336195e-02	-1.019324e-04	-1.902900e-03	-1.510363e-02	-2.342211e-02	5.194567e-04	3.264925e-03	4.605415e-03	4.080576e-03	2.155773e-03	4.089250e-02	4.283613e-02	6.500125e-02	6.910101e-05	5.744652e-04	1.020799e-02	1.250310e-02
r_0061	3-isopropylmalate dehydrogenase	1.664167e-03	1.178368e-02	1.899469e-02	2.194566e-02	5.876506e-03	4.451358e-02	5.064133e-02	9.336195e-02	1.019324e-04	1.902900e-03	1.510363e-02	2.342211e-02	5.194567e-04	3.264925e-03	4.605415e-03	4.080576e-03	2.155773e-03	4.089250e-02	4.283613e-02	6.500125e-02	6.910101e-05	5.744652e-04	1.020799e-02	1.250310e-02
r_0062	3-methyl-2-oxobutanoate decarboxylase	1.226275e-04	5.805915e-04	9.696088e-04	7.181171e-04	5.324591e-04	3.183228e-02	9.815424e-03	1.096640e-02	1.939898e-05	1.990973e-04	3.398171e-03	2.937536e-03	8.865366e-04	4.629515e-03	7.251747e-03	5.773613e-03	4.021329e-03	1.460337e-01	7.170505e-02	1.116978e-01	1.046584e-04	1.033013e-03	1.670126e-02	1.736425e-02
r_0063	3-methyl-2-oxobutanoate hydroxymethyltransferase	2.086469e-05	1.025271e-04	2.290898e-04	2.919746e-04	5.498079e-05	5.747385e-04	6.065059e-04	3.099327e-03	1.604800e-06	2.098397e-05	1.659426e-04	6.422628e-04	1.877605e-04	1.100926e-03	2.061599e-03	2.488191e-03	5.691056e-04	4.685412e-03	5.154404e-03	4.345751e-02	1.305893e-05	1.920657e-04	1.468857e-03	5.857173e-03
r_0064	3-methyl-2-oxopentanoate decarboxylase	3.018124e-05	2.000734e-04	1.804032e-04	2.008919e-04	1.403783e-04	6.075762e-03	2.107278e-03	4.224830e-03	4.315127e-06	3.303523e-05	5.857876e-04	7.113994e-04	3.792007e-04	2.362879e-03	2.744704e-03	2.656480e-03	1.853946e-03	4.519210e-02	2.591980e-02	4.913618e-02	4.864404e-05	4.087458e-04	6.885717e-03	8.734859e-03
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	1.467041e-03	1.043098e-02	1.687896e-02	1.965609e-02	5.190686e-03	3.604220e-02	4.189338e-02	8.653485e-02	8.251831e-05	1.642899e-03	1.206279e-02	1.999204e-02	2.190837e-04	1.748040e-03	2.616769e-03	3.141288e-03	8.380897e-04	5.612523e-03	6.827390e-03	5.833390e-02	1.588508e-05	2.514591e-04	1.707556e-03	7.732871e-03
r_0066	4-amino-4-deoxychorismate synthase	6.842234e-06	8.346642e-05	1.127129e-04	1.646583e-04	4.293475e-05	1.577343e-04	2.792415e-04	1.905666e-03	4.979247e-07	7.747481e-06	5.270933e-05	3.353855e-04	1.079796e-04	9.942045e-04	1.450890e-03	1.863557e-03	5.041227e-04	2.489255e-03	3.535717e-03	2.609749e-02	7.321459e-06	1.167439e-04	8.318226e-04	4.188627e-03
r_0067	4-aminobenzoate synthase	6.842234e-06	8.346642e-05	1.127129e-04	1.646583e-04	4.293475e-05	1.577343e-04	2.792415e-04	1.905666e-03	4.979247e-07	7.747481e-06	5.270933e-05	3.353855e-04	1.079796e-04	9.942045e-04	1.450890e-03	1.863557e-03	5.041227e-04	2.489255e-03	3.535717e-03	2.609749e-02	7.321459e-06	1.167439e-04	8.318226e-04	4.188627e-03
r_0068	4-aminobutyrate transaminase	8.989480e-04	7.820568e-03	9.461687e-03	6.117529e-03	7.297190e-04	5.700018e-04	1.732205e-03	1.837942e-03	3.862076e-05	4.287928e-04	1.691532e-02	1.168339e-02	1.028385e-02	6.978960e-02	9.213403e-02	6.801963e-02	1.278953e-02	1.213032e-02	2.997843e-02	4.164466e-02	3.922908e-04	4.651998e-03	1.584593e-01	1.289471e-01
r_0069	4-hydroxy-L-threonine synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0072	4-methyl-2-oxopentanoate decarboxylase	5.052749e-05	3.617864e-04	4.643034e-04	4.113622e-04	1.812461e-04	5.005360e-03	4.663142e-03	3.623111e-03	1.195382e-05	9.836660e-05	1.816569e-03	1.355548e-03	5.143482e-04	3.222207e-03	4.555125e-03	4.012005e-03	2.126062e-03	4.075102e-02	4.151724e-02	4.960186e-02	6.902514e-05	5.698122e-04	1.019809e-02	1.100982e-02
r_0073	4PP-IP5 depyrophosphorylation to IP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0075	5'-methylthioadenosine phosphorylase	1.397437e-05	6.397732e-05	1.746560e-04	2.107048e-04	3.716434e-05	4.007935e-04	4.115705e-04	2.886239e-03	1.093735e-06	1.628275e-05	9.530000e-05	5.065617e-04	1.476109e-04	8.326690e-04	1.717874e-03	2.039910e-03	4.500071e-04	3.843443e-03	4.129145e-03	2.991903e-02	1.017757e-05	1.597506e-04	1.024791e-03	4.853408e-03
r_0076	5'-nucleotidase (CMP)	9.997028e-05	2.970258e-04	6.545807e-04	1.360068e-03	7.320294e-04	1.154635e-03	1.727761e-03	5.145962e-03	6.832917e-06	7.270739e-05	1.414562e-03	3.943903e-04	3.160073e-03	1.212360e-02	2.313598e-02	2.896773e-02	1.955256e-02	3.656688e-02	5.461473e-02	1.285589e-01	2.415076e-04	2.569828e-03	4.999731e-02	2.788760e-02
r_0078	5'-nucleotidase (UMP)	9.997028e-05	5.558576e-04	3.274333e-04	6.181974e-04	9.411806e-04	1.666106e-03	2.066954e-03	1.286491e-03	1.524811e-05	9.099273e-05	1.414562e-03	1.972062e-03	3.160073e-03	1.622643e-02	1.637003e-02	1.954130e-02	2.216608e-02	4.450184e-02	5.963939e-02	6.431809e-02	3.592119e-04	2.876291e-03	4.999731e-02	6.233711e-02
r_0079	5'-phosphoribosylformyl glycinamidine synthetase	8.075416e-04	5.560950e-03	7.716531e-03	9.121673e-03	2.788254e-03	1.456579e-02	1.599499e-02	2.320942e-02	7.171937e-05	6.303067e-04	4.845265e-03	8.185378e-03	3.882095e-05	2.600221e-04	4.110953e-04	4.571046e-04	1.712657e-04	9.468291e-04	1.046087e-03	2.234005e-02	2.779484e-06	4.702219e-05	3.128177e-04	1.356415e-03
r_0080	5,10-methylenetetrahydrofolate reductase (NADPH)	1.689776e-03	9.408823e-03	1.362400e-02	1.324444e-02	5.129390e-03	3.259829e-02	3.096786e-02	6.351775e-02	1.494761e-04	1.408282e-03	9.452136e-03	1.823965e-02	1.054943e-03	6.762972e-03	1.141917e-02	1.292194e-02	3.671421e-03	2.347691e-02	2.754397e-02	1.339865e-01	6.944507e-05	1.096664e-03	7.962296e-03	3.298203e-02
r_0081	5-aminolevulinate synthase	7.043026e-08	4.851884e-07	6.728075e-07	7.957390e-07	2.424919e-07	1.267762e-06	1.392470e-06	1.823178e-06	6.258754e-09	5.476521e-08	4.218489e-07	7.042752e-07	8.807129e-10	6.066755e-09	8.045710e-09	9.783446e-09	2.846519e-09	1.588476e-08	1.651139e-08	2.247794e-08	7.511996e-11	6.598143e-10	5.361838e-09	8.760481e-09
r_0084	5-formethyltetrahydrofolate cyclo-ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0085	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0086	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	1.397437e-05	6.397732e-05	1.746560e-04	2.107048e-04	3.716434e-05	4.007935e-04	4.115705e-04	2.886239e-03	1.093735e-06	1.628275e-05	9.530000e-05	5.065617e-04	1.476109e-04	8.326690e-04	1.717874e-03	2.039910e-03	4.500071e-04	3.843443e-03	4.129145e-03	2.991903e-02	1.017757e-05	1.597506e-04	1.024791e-03	4.853408e-03
r_0087	5-methylthioribose-1-phosphate isomerase	1.397437e-05	6.397732e-05	1.746560e-04	2.107048e-04	3.716434e-05	4.007935e-04	4.115705e-04	2.886239e-03	1.093735e-06	1.628275e-05	9.530000e-05	5.065617e-04	1.476109e-04	8.326690e-04	1.717874e-03	2.039910e-03	4.500071e-04	3.843443e-03	4.129145e-03	2.991903e-02	1.017757e-05	1.597506e-04	1.024791e-03	4.853408e-03
r_0088	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0089	5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0090	6-phosphofructo-2-kinase	1.799434e-04	4.950704e-04	9.822946e-04	9.853859e-04	7.320294e-04	3.250743e-03	4.837727e-03	1.161809e-02	9.709510e-06	1.752322e-04	2.823005e-03	2.760902e-03	4.237912e-03	1.564923e-02	2.834222e-02	2.461865e-02	1.955256e-02	6.160158e-02	9.130550e-02	1.926631e-01	2.821906e-04	3.927679e-03	7.052687e-02	7.374392e-02
r_0091	6-phosphogluconolactonase	2.252861e-02	2.328940e-01	1.678807e-01	3.798743e-01	1.701990e-02	1.066291e-02	8.289980e-03	1.180949e-02	2.195492e-02	1.976264e-01	2.252718e+00	3.050338e+00	4.237677e-02	1.814455e-01	3.289446e-01	1.932519e-01	8.993382e-02	5.455755e-02	6.914908e-02	1.226245e-01	2.407356e-03	3.009228e-02	7.677493e-01	8.026661e-01
r_0092	6PP-IP5 depyrophosphorylation to IP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0095	acetaldehyde condensation	8.682774e-06	6.454848e-05	8.532121e-05	1.435743e-04	4.608207e-05	3.147136e-03	2.490825e-03	3.360741e-03	1.861399e-06	1.998587e-05	1.458714e-04	2.495642e-04	2.505247e-04	1.555459e-03	2.278936e-03	2.822326e-03	1.220269e-03	4.391882e-02	2.820167e-02	6.201917e-02	3.377206e-05	3.444489e-04	3.900072e-03	5.955914e-03
r_0096	acetohydroxy acid isomeroreductase	3.254891e-03	2.271990e-02	3.682059e-02	4.227280e-02	1.177329e-02	1.148222e-01	1.126541e-01	2.273258e-01	2.076125e-04	3.779488e-03	3.155030e-02	4.785597e-02	1.054557e-03	5.878173e-03	8.996652e-03	7.697103e-03	5.159679e-03	1.561332e-01	1.068900e-01	2.639276e-01	1.317197e-04	1.252461e-03	2.050646e-02	2.526038e-02
r_0097	acetolactate synthase	3.254891e-03	2.271990e-02	3.682059e-02	4.227280e-02	1.177329e-02	1.148222e-01	1.126541e-01	2.273258e-01	2.076125e-04	3.779488e-03	3.155030e-02	4.785597e-02	1.054557e-03	5.878173e-03	8.996652e-03	7.697103e-03	5.159679e-03	1.561332e-01	1.068900e-01	2.639276e-01	1.317197e-04	1.252461e-03	2.050646e-02	2.526038e-02
r_0099	acetyl-CoA ACP transacylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0100	acetyl-CoA C-acyltransferase (palmitoyl-CoA)	4.529895e-05	1.917141e-04	3.311453e-04	2.697801e-04	1.897585e-04	5.408930e-04	8.167157e-04	1.014033e-03	3.617735e-06	4.378779e-05	7.973013e-04	8.197811e-04	3.129697e-04	1.404043e-03	2.410416e-03	1.877667e-03	1.401633e-03	3.941709e-03	5.837836e-03	8.760797e-03	2.677074e-05	2.965257e-04	5.288926e-03	5.671204e-03
r_0101	acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	7.366239e-06	3.196511e-05	7.689220e-05	5.475860e-05	4.768025e-05	1.100932e-04	1.336926e-04	2.644137e-04	4.262697e-07	8.316742e-06	2.194180e-04	2.292667e-04	1.075295e-04	4.960933e-04	9.903624e-04	7.286986e-04	5.993657e-04	1.536571e-03	1.950092e-03	3.745259e-03	7.544419e-06	1.130573e-04	2.438903e-03	2.652737e-03
r_0102	acetyl-CoA C-acyltransferase (myristoyl-CoA)	1.527506e-04	6.454863e-04	1.273051e-03	8.551178e-04	6.900822e-04	1.728960e-03	2.665678e-03	3.912995e-03	1.166678e-05	1.323438e-04	2.599136e-03	2.698151e-03	6.299951e-04	2.864357e-03	5.264722e-03	3.683504e-03	2.926637e-03	7.526277e-03	1.132447e-02	1.882234e-02	5.089629e-05	5.537737e-04	1.057222e-02	1.137990e-02
r_0103	acetyl-CoA C-acetyltransferase	4.015343e-03	2.079023e-02	2.735588e-02	2.295687e-02	1.290055e-04	1.005075e-03	9.035074e-04	2.457120e-03	5.301190e-06	3.947348e-05	4.081847e-04	4.477378e-04	9.395659e-04	4.906911e-03	7.121472e-03	5.585116e-03	1.500588e-03	1.189068e-02	1.277539e-02	3.080307e-02	5.131899e-05	4.239452e-04	4.695157e-03	5.250496e-03
r_0104	acetyl-CoA C-acetyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0105	acetyl-CoA C-acyltransferase (lauroyl-CoA)	1.527506e-04	6.454863e-04	1.273051e-03	8.551178e-04	6.900822e-04	1.728960e-03	2.665678e-03	3.912995e-03	1.166678e-05	1.323438e-04	2.599136e-03	2.698151e-03	6.299951e-04	2.864357e-03	5.264722e-03	3.683504e-03	2.926637e-03	7.526277e-03	1.132447e-02	1.882234e-02	5.089629e-05	5.537737e-04	1.057222e-02	1.137990e-02
