rxnID	rxnName	rxnEqn	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
r_0239	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1a[c] => 2 H2O[c] + NADP(+)[c] + zymosterol intermediate 1b[c]	-0.043132	-0.222485	-0.292410	-0.247507	-0.123292	-0.759670	-0.627855	-0.777216	-0.004331	-0.031632	-0.208046	-0.282980
r_0240	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1b[c] => H2O[c] + NADP(+)[c] + zymosterol intermediate 1c[c]	-0.043132	-0.222485	-0.292410	-0.247507	-0.123292	-0.759670	-0.627855	-0.777216	-0.004331	-0.031632	-0.208046	-0.282980
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	14-demethyllanosterol[c] + 3 H+[c] + 3 NADPH[c] + 3 oxygen[c] => 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4 H2O[c] + 3 NADP(+)[c]	-0.129397	-0.667456	-0.877231	-0.742521	-0.369875	-2.279011	-1.883564	-2.331647	-0.012993	-0.094895	-0.624138	-0.848939
r_0242	C-5 sterol desaturase	episterol[c] + H+[c] + NADPH[c] + oxygen[c] => ergosta-5,7,24(28)-trien-3beta-ol[c] + 2 H2O[c] + NADP(+)[c]	-0.042745	-0.220689	-0.288677	-0.245597	-0.121324	-0.752404	-0.616859	-0.759701	-0.004264	-0.031158	-0.199879	-0.272326
r_0244	C-s24 sterol reductase	ergosta-5,7,22,24(28)-tetraen-3beta-ol[er] + H+[er] + NADPH[er] => ergosterol[er] + NADP(+)[er]	-0.008527	-0.044015	-0.057644	-0.049071	-0.024200	-0.150394	-0.123106	-0.151535	-0.000851	-0.006211	-0.039661	-0.054015
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	2 H+[c] + lanosterol[c] + 3 NADPH[c] + 3 oxygen[c] => 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + formate[c] + 4 H2O[c] + 3 NADP(+)[c]	-0.129681	-0.669873	-0.879844	-0.744521	-0.371370	-2.285320	-1.889983	-2.346521	-0.013018	-0.095374	-0.629514	-0.859154
r_0344	dihydrofolate reductase	dihydrofolic acid[c] + H+[c] + NADPH[c] => NADP(+)[c] + THF[c]	-0.002594	-0.017137	-0.024197	-0.028201	-0.009150	-0.048356	-0.053324	-0.186503	-0.000223	-0.002054	-0.015454	-0.037380
r_0466	glucose 6-phosphate dehydrogenase	D-glucose 6-phosphate[c] + NADP(+)[c] => 6-O-phosphono-D-glucono-1,5-lactone[c] + H+[c] + NADPH[c]	1.464359	15.138111	10.912245	24.691831	1.106293	0.693089	0.538849	0.767617	1.427070	12.845717	146.426700	198.271999
r_0471	glutamate dehydrogenase (NADP)	2-oxoglutarate[c] + ammonium[c] + H+[c] + NADPH[c] => H2O[c] + L-glutamate[c] + NADP(+)[c]	-1.912371	-13.215708	-21.252079	-24.137257	-8.261106	-51.218981	-71.240347	-415.944702	-0.129429	-2.289579	-19.908920	-31.372904
r_0473	glutamate-5-semialdehyde dehydrogenase	H+[c] + L-gamma-glutamyl phosphate[c] + NADPH[c] => L-glutamic 5-semialdehyde[c] + NADP(+)[c] + phosphate[c]	-0.003617	-0.017974	-0.034775	-0.032676	-0.026446	-0.908443	-1.101755	-2.642817	-0.000673	-0.012569	-0.090903	-0.166062
r_0481	glutathione oxidoreductase	glutathione disulfide[c] + H+[c] + NADPH[c] => 2 glutathione[c] + NADP(+)[c]	-0.001659	-0.006396	-0.001741	-0.006313	-0.010502	-0.043402	-0.035564	-0.095820	-0.000069	-0.000936	-0.042489	-0.042931
r_0487	glycerol dehydrogenase (NADP-dependent)	glycerol[c] + NADP(+)[c] => glycerone[c] + H+[c] + NADPH[c]	0.235610	1.309225	1.721427	1.605974	66.452874	348.646221	419.730934	885.730974	0.021283	0.177939	2.368305	2.645684
r_0547	homoserine dehydrogenase (NADP)	H+[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] => L-homoserine[c] + NADP(+)[c]	-0.008231	-0.035980	-0.058316	-0.037738	-0.521012	-1.857828	-3.881228	-7.297202	-0.001653	-0.022634	-0.119721	-0.251504
r_0558	hydroxymethylglutaryl CoA reductase	3-hydroxy-3-methylglutaryl-CoA[c] + 2 H+[c] + 2 NADPH[c] => (R)-mevalonate[c] + coenzyme A[c] + 2 NADP(+)[c]	-0.529611	-2.737267	-3.600988	-3.035949	-1.522989	-9.886644	-8.602323	-10.862328	-0.053474	-0.398428	-2.755401	-3.767387
r_0659	isocitrate dehydrogenase (NADP)	isocitrate[c] + NADP(+)[c] => 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c]	14.569285	63.513861	107.134496	66.839704	0.087954	1.362586	0.205669	0.868620	0.007325	0.095602	3.031728	2.627703
r_0669	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)	(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m] => (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]	-0.016650	-0.118079	-0.187628	-0.218090	-0.060640	-0.489037	-0.553329	-1.072971	-0.001025	-0.019001	-0.150287	-0.235242
r_0678	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]	-0.101482	-0.716104	-1.163095	-1.352636	-0.357215	-2.485789	-2.881706	-5.752840	-0.005649	-0.113344	-0.834212	-1.334988
r_0719	malic enzyme (NADP)	(S)-malate[m] + NADP(+)[m] => carbon dioxide[m] + NADPH[m] + pyruvate[m]	0.060155	0.574643	0.656295	1.052124	0.009682	0.669644	0.254768	0.853812	0.000635	0.009067	0.075886	0.126511
r_0732	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] <=> 5,10-methenyl-THF[c] + NADPH[c]	0.103425	0.741200	1.070818	0.941208	-0.670143	0.869308	-77.849497	-8.998206	0.005378	0.057445	-0.785495	0.080869
r_0733	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[m] + NADP(+)[m] <=> 5,10-methenyl-THF[m] + NADPH[m]	0.015147	0.049848	0.168839	0.120660	0.305852	1.748949	2.303952	4.137645	0.004297	0.085849	0.687876	1.064550
r_0759	N-acetyl-g-glutamyl-phosphate reductase	H+[m] + N-acetyl-L-gamma-glutamyl phosphate[m] + NADPH[m] => 2-acetamido-5-oxopentanoate[m] + NADP(+)[m] + phosphate[m]	-0.026034	-0.185187	-0.299702	-0.350958	-0.088695	-0.449542	-0.509034	-1.063579	-0.001346	-0.027087	-0.199647	-0.320002
r_0889	phosphogluconate dehydrogenase	6-phospho-D-gluconate[c] + NADP(+)[c] => carbon dioxide[c] + D-ribulose 5-phosphate[c] + NADPH[c]	1.464359	15.138111	10.912245	24.691831	1.106293	0.693089	0.538849	0.767617	1.427070	12.845717	146.426700	198.271999
r_0939	prephenate dehydrogenase (NADP)	NADP(+)[c] + prephenate[c] => 3-(4-hydroxyphenyl)pyruvate[c] + carbon dioxide[c] + NADPH[c]	0.036316	0.257029	0.416755	0.483271	0.128211	0.891406	1.032256	2.172044	0.002030	0.040791	0.299296	0.482976
r_0957	pyrroline-5-carboxylate reductase	1-pyrroline-5-carboxylate[c] + 2 H+[c] + NADPH[c] => L-proline[c] + NADP(+)[c]	-0.059387	-0.416795	-0.677808	-0.791820	-0.209861	-1.457892	-1.685139	-3.648310	-0.003316	-0.066099	-0.484954	-0.792941
r_0989	saccharopine dehydrogenase (NADP, L-glutamate forming)	H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c]	-0.101482	-0.716104	-1.163095	-1.352636	-0.357215	-2.485789	-2.881706	-5.752840	-0.005649	-0.113344	-0.834212	-1.334988
r_0996	shikimate dehydrogenase	3-dehydroshikimate[c] + H+[c] + NADPH[c] => NADP(+)[c] + shikimate[c]	-0.095358	-0.678014	-1.097133	-1.277646	-0.337395	-2.342743	-2.723070	-5.624766	-0.005364	-0.106788	-0.784081	-1.299482
r_1011	squalene epoxidase (NADP)	H+[er] + NADPH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NADP(+)[er]	-0.008782	-0.045308	-0.059570	-0.050180	-0.025201	-0.156645	-0.131752	-0.166766	-0.000878	-0.006493	-0.043618	-0.059582
r_1012	squalene synthase	2 farnesyl diphosphate[c] + H+[c] + NADPH[c] => 2 diphosphate[c] + NADP(+)[c] + squalene[c]	-0.043909	-0.226539	-0.297851	-0.250902	-0.126003	-0.783225	-0.658759	-0.833828	-0.004392	-0.032466	-0.218090	-0.297908
r_1023	succinate-semialdehyde dehydrogenase (NADP)	H2O[c] + NADP(+)[c] + succinic semialdehyde[c] => 2 H+[c] + NADPH[c] + succinate[c]	0.058432	0.508337	0.615010	0.397639	0.047432	0.037050	0.112593	0.119466	0.002510	0.027872	1.099496	0.759420
r_1027	sulfite reductase (NADPH2)	5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c]	-0.062286	-0.439976	-0.713187	-0.828508	-0.219616	-1.540775	-1.777378	-3.745093	-0.003493	-0.069626	-0.512352	-0.853807
r_1038	thioredoxin reductase (NADPH)	H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c]	-0.039254	-0.294923	-0.439503	-0.455249	-0.175705	-1.198208	-1.127497	-2.200209	-0.004356	-0.046226	-0.530494	-0.717611
r_1093	xylose reductase	D-xylose[c] + H+[c] + NADPH[c] => NADP(+)[c] + xylitol[c]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.146991	-10.945471	-172.748379	-229.933679
r_1964	NADPH transport	NADPH[c] <=> NADPH[er]	-0.069235	-0.357292	-0.468856	-0.397005	-0.197601	-1.228156	-1.019431	-1.273204	-0.006919	-0.050817	-0.333118	-0.454385
r_1964	NADPH transport	NADPH[c] <=> NADPH[er]	-0.069235	-0.357292	-0.468856	-0.397005	-0.197601	-1.228156	-1.019431	-1.273204	-0.006919	-0.050817	-0.333118	-0.454385
r_2131	isocitrate dehydrogenase	isocitrate[m] + NADP(+)[m] => 2-oxoglutarate[m] + carbon dioxide[m] + NADPH[m]	0.015974	0.017602	0.210690	0.028234	0.009625	0.238799	0.185424	0.545257	0.000527	0.007330	0.055028	0.077464
r_2140	fatty-acyl-CoA synthase (n-C16:0CoA)	acetyl-CoA[c] + 21 H+[c] + 7 malonyl-CoA[c] + 14 NADPH[c] => 7 carbon dioxide[c] + 7 coenzyme A[c] + 7 H2O[c] + 14 NADP(+)[c] + palmitoyl-CoA[c]	-4.655663	-23.931191	-32.400892	-27.717756	-13.966209	-85.754293	-63.794103	-86.032166	-0.464870	-3.348616	-23.277385	-30.753751
r_2141	fatty-acyl-CoA synthase (n-C18:0CoA)	acetyl-CoA[c] + 24 H+[c] + 8 malonyl-CoA[c] + 16 NADPH[c] => 8 carbon dioxide[c] + 8 coenzyme A[c] + 8 H2O[c] + 16 NADP(+)[c] + stearoyl-CoA[c]	-9.099830	-46.894261	-60.943894	-51.281969	-25.508697	-154.283742	-136.703441	-160.778474	-0.901809	-6.713462	-44.143011	-59.059633
r_2162	B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA)	H+[erm] + 3-oxopalmitoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + (S)-3-hydroxypalmitoyl-CoA[erm]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_2163	B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA)	H+[erm] + 3-oxooctadecanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxyoctadecanoyl-CoA[erm]	-0.045395	-0.232286	-0.319306	-0.279587	-0.135749	-0.878012	-0.618163	-0.906519	-0.004522	-0.032330	-0.241032	-0.328189
r_2164	B-ketoacyl-CoA reductase (3-hydroxyicosanoyl-CoA)	H+[erm] + 3-oxoicosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxyicosanoyl-CoA[erm]	-0.001605	-0.008206	-0.012672	-0.008818	-0.007588	-0.015196	-0.025472	-0.038843	-0.000117	-0.001437	-0.026098	-0.024102
r_2165	B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA)	H+[erm] + 3-oxodocosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxydocosanoyl-CoA[erm]	-0.001180	-0.005405	-0.009247	-0.006856	-0.005312	-0.011054	-0.018612	-0.029490	-0.000083	-0.001035	-0.018992	-0.018051
r_2166	B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA)	H+[erm] + 3-oxotetracosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + 3-hydroxytetracosanoyl-CoA[erm]	-0.000831	-0.003614	-0.005865	-0.004322	-0.004166	-0.006456	-0.013147	-0.017816	-0.000055	-0.000695	-0.012788	-0.012283
r_2167	B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA)	H+[erm] + 3-oxohexacosanoyl-CoA[erm] + NADPH[erm] => NADP(+)[erm] + (S)-3-hydroxyhexacosanoyl-CoA[erm]	-0.000459	-0.001537	-0.002941	-0.002092	-0.002161	-0.003691	-0.006794	-0.010694	-0.000029	-0.000372	-0.007585	-0.007654
r_2176	trans-2-enoyl-CoA reductase (n-C16:0CoA)	H+[erm] + NADPH[erm] + trans-hexadec-2-enoyl-CoA[erm] => palmitoyl-CoA[erm] + NADP(+)[erm]	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
r_2177	trans-2-enoyl-CoA reductase (n-C18:0CoA)	H+[erm] + NADPH[erm] + trans-octadec-2-enoyl-CoA[erm] => stearoyl-CoA[erm] + NADP(+)[erm]	-0.045395	-0.232286	-0.319306	-0.279587	-0.135749	-0.878012	-0.618163	-0.906519	-0.004522	-0.032330	-0.241032	-0.328189
r_2178	trans-2-enoyl-CoA reductase (n-C20:0CoA)	H+[erm] + NADPH[erm] + trans-icos-2-enoyl-CoA[erm] => icosanoyl-CoA[erm] + NADP(+)[erm]	-0.001605	-0.008206	-0.012672	-0.008818	-0.007588	-0.015196	-0.025472	-0.038843	-0.000117	-0.001437	-0.026098	-0.024102
r_2179	trans-2-enoyl-CoA reductase (n-C22:0CoA)	H+[erm] + NADPH[erm] + trans-docos-2-enoyl-CoA[erm] => docosanoyl-CoA[erm] + NADP(+)[erm]	-0.001180	-0.005405	-0.009247	-0.006856	-0.005312	-0.011054	-0.018612	-0.029490	-0.000083	-0.001035	-0.018992	-0.018051
r_2180	trans-2-enoyl-CoA reductase (n-C24:0CoA)	H+[erm] + NADPH[erm] + trans-tetracos-2-enoyl-CoA[erm] => tetracosanoyl-CoA[erm] + NADP(+)[erm]	-0.000831	-0.003614	-0.005865	-0.004322	-0.004166	-0.006456	-0.013147	-0.017816	-0.000055	-0.000695	-0.012788	-0.012283
r_2181	trans-2-enoyl-CoA reductase (n-C26:0CoA)	H+[erm] + NADPH[erm] + trans-hexacos-2-enoyl-CoA[erm] => NADP(+)[erm] + hexacosanoyl-CoA[erm]	-0.000459	-0.001537	-0.002941	-0.002092	-0.002161	-0.003691	-0.006794	-0.010694	-0.000029	-0.000372	-0.007585	-0.007654
r_2328	acyl dhap reductase (16:0), lipid particle	H+[lp] + acylglycerone phosphate (16:0)[lp] + NADPH[lp] => 1-acyl-sn-glycerol 3-phosphate (16:0)[lp] + NADP(+)[lp]	-0.000284	-0.000879	-0.001684	-0.001087	-0.001250	-0.003180	-0.003207	-0.005469	-0.000017	-0.000273	-0.004415	-0.005581
r_2330	acyl dhap reductase (18:0), lipid particle	H+[lp] + acylglycerone phosphate (18:0)[lp] + NADPH[lp] => 1-acyl-sn-glycerol 3-phosphate (18:0)[lp] + NADP(+)[lp]	-0.000085	-0.000069	-0.000347	-0.000218	-0.000079	-0.001487	-0.001910	-0.002251	-0.000005	-0.000041	-0.000508	-0.000854
r_3529	NADPH transport, cytoplasm-ER membrane	NADPH[c] <=> NADPH[erm]	-0.295854	-1.487520	-2.084493	-1.770436	-1.140665	-6.682016	-6.065307	-8.237261	-0.030054	-0.222680	-1.951812	-2.454796
r_3529	NADPH transport, cytoplasm-ER membrane	NADPH[c] <=> NADPH[erm]	-0.295854	-1.487520	-2.084493	-1.770436	-1.140665	-6.682016	-6.065307	-8.237261	-0.030054	-0.222680	-1.951812	-2.454796
r_3583	NADPH transport, cytoplasm-lipid particle	NADPH[c] <=> NADPH[lp]	-0.007629	-0.019593	-0.041969	-0.026971	-0.027469	-0.096449	-0.105760	-0.159554	-0.000465	-0.006489	-0.101749	-0.132988
r_3583	NADPH transport, cytoplasm-lipid particle	NADPH[c] <=> NADPH[lp]	-0.007629	-0.019593	-0.041969	-0.026971	-0.027469	-0.096449	-0.105760	-0.159554	-0.000465	-0.006489	-0.101749	-0.132988
r_4292	4-Aminobutyraldehyde:NAD+ oxidoreductase	4-aminobutanal[c] + H2O[c] + NADP(+)[c] <=> gamma-aminobutyrate[c] + 2 H+[c] + NADPH[c]	-0.091461	-0.526825	-0.797074	-0.288704	-12.905942	-12.767073	-27.544898	-134.844728	-0.087143	-1.058859	-26.156456	-33.233155
r_4330	Pyridoxine:NADP+ 4-oxidoreductase	NADP(+)[c] + pyridoxine[c] <=> H+[c] + NADPH[c] + pyridoxal[c]	-0.004427	-0.026478	-0.057263	-0.025243	-0.050512	-0.127202	-0.120702	-0.370279	-0.000681	-0.005688	-0.098324	-0.222692
t_0027	malic enzyme (NADP) cytoplasmic	(S)-malate[c] + NADP(+)[c] => carbon dioxide[c] + NADPH[c] + pyruvate[c]	0.211598	1.438200	1.963275	2.403153	0.036770	0.083204	0.146127	0.214317	0.001699	0.022179	0.490691	0.438176
t_0095	acyl dhap reductase (16:0), endoplasmic reticulum membrane	H+[erm] + NADPH[erm] + acylglycerone phosphate (16:0)[erm] => NADP(+)[erm] + 1-acyl-sn-glycerol 3-phosphate (16:0)[erm]	-0.004640	-0.020898	-0.031193	-0.019600	-0.075532	-0.419148	-0.601733	-0.686349	-0.000858	-0.005661	-0.064663	-0.071323
t_0096	acyl dhap reductase (18:0), endoplasmic reticulum membrane	H+[erm] + NADPH[erm] + acylglycerone phosphate (18:0)[erm] => NADP(+)[erm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[erm]	-0.001201	-0.003835	-0.007003	-0.004077	-0.018502	-0.118580	-0.182020	-0.224290	-0.000175	-0.001468	-0.013613	-0.017527
